LABEL,text,like,published_month
1, i understand why butt these companies should build 1 great consumer card and be done with it sell it for as cheap they can and innovate the next 3 5 years and bring out a new one that said this market will vanish within the next 5 10 years ,0,Nov-20
0, my hard limit is 400 474 for a rtx3060 that would still be a lot more expensive than 60s cards used to be ,1,Sep-21
0, stopping radeon vii makes kinda sense since it was kinda off in terms of naming and placement as for alexa bot so people move out to get away from parents which nag all day but also wash clothes just to buy something that nags all day and only takes care of buying stuff you pay for ,0,Jul-19
1, the mainstream media is trying to hide that nvidia cards are crashing because of a vengeful ghost sent by lisa su wake up people ,0,Sep-20
1, they are misusing the monopolistic power in the gpu space whats with gamers who want to mine when their card is idle they cant even though they have the hardware id say go amd but they dont have as many features and rtx does indeed look good in many titles now ,0,Apr-21
1, ethereum mining will stop as soon as ethereum is launched and that will be really soon soo don't think it's ethereum miners that went balls out on new gpu's ,0,Nov-20
0, i actually would be willing to buy a brown and tan gpu to match the noctua cooler i plan to buy of this exists in fact i would change all my fans to match the gpu and im actually not joking tbh ,0,Aug-21
0, the reason libra was despised is that it is a crypto in name only sure the transactions are secured cryptographically but the coins are created by a central authority i e it's digital fiat like xrp ,0,Nov-20
0, just make the cards easily compatible with all 120x25 fans stock fans are garbage compared to a 12 pair of arctic p12 pwm s ,0,Aug-21
0, wtf i i live in saudi arabia and i never heard of that any 300 series gpu available in saudi arabia ,0,Nov-20
1, good point made in the video why would nvidia not make millions of graphic cards to mine cryptocurrency themselves instead of selling them ,0,Jun-18
2, shady nvidia gtx 2070 double performance that titan with rtx on but rtx off it's at best a 1080 performance for the price of a 1080ti nvidia go and fuc yourself we probably will not see a rtx mainstream on games untill 2020 ,5,Aug-18
0, am rocking my i5 9600k at ghzt on air u can oc this chip to 5ghzt on air easily waiting for 20 series gpus to drop in price and am waiting for i7 i9 9th series to drop in price after the new series release ,0,May-20
1, who else starting to resent cryptominer gpu hoggers can't buy any gpu for the price it should be or find em in stock ,4,Mar-21
1, let's hope nvidia locks the rest of the crypto mining after the miners but it up and they flood the used market anonymous should put it on everything lol just for like a month or something blockchain is the future and smart contracts could replace the entire government but screw miners ,1,Feb-21
0, bruh i'm still using gtx 650 1gddr5 i don't mind tho because the 2 latest driver frick my game i'm still using driver instead of ,0,Jun-21
0, lmao it's been a year and there's only 5 games with proper rtx support and 2 of them are minecraft and quake ii ,1,Aug-19
1, oh goddammit i don't want it to be like 2017 2018 again hasn't nvidia or amd learned anything from that time now they're going to take our cards sell them at ridiculously high prices and the market is going to be flooded with scalpers again ,0,Nov-20
2, great far as i'm concerned nvidia is finally starting to do the right thing instead of completely separating and insanely segmenting the product stack they are starting to primarily differentiate by memory amount nvlink support etc there are game ready and studio drivers that's the way it should have been from the start god damn it ,0,Oct-20
2, i would really love a new gpu don't get me wrong i appreciate my 1660 super i just wish they were in stock ,0,Feb-21
0, if just it had nvenc then it would be usefull for a lot of people with media centers and such 1660 is still the lowest end card from what i know if you want 4k support ,0,Jan-21
0, what's wrong with nvidia imagine people who knows little to nothing about pcs and now want to choose a graphics card what a mess ,0,Sep-19
0, i was subscribed to r graphicscard and kept seeing kwest posts pop up i knew it was dodgy because people would only give proof it's not a scam because they had their orders locked in and then every so often the owner would chime in and helpfully say no we aren't a scam ,8,Aug-21
2, 4 month after ordering my 3080 my 1070 died so i had to get a alternative so ive got a 3070 just for my 3080 do be delivered 1 day later fuck you nvidia ,0,Jan-21
1, wow so when we needed a gpu they just had them in the closet while people had to pay 3x on ebay wtf nvidia you kinda late to supply the demand and now you are fucked congratulation you played your self ,1,Jun-18
0, i thought the banner there was a graphic for the article rather than an ad for curiositystream and was laughing about how stephen hawking was used to represent 'voice chat recording' ,3,Apr-21
2, too many gpu's my micro center has a 1 per customer limit and they still manage to be out of the high end cards within 2 days of restocking making people wait a week ,2,Jun-18
1, in the midst of the gpu shortage people should know that there will be many scammers taking advantage so please don't be stupid in the pursuit to buy a cheap gpu buy from reputable stores ,0,Aug-21
2, well i am not bying amd for now now because in my country amd radeon vii costs 799 which is almost the same price for rtx 2080 ,0,Feb-19
0, so is the 1650 replacing the 1050 or 1050ti seeing as there also is the 1660ti or is nvidia going to make a 1650ti as well ,1,Apr-19
1, the sheer stupidity of people who will go in lengths to grab a gpu it's not like they'll die without it also do people really buy those worthless airtags ,0,May-21
2, now thanks to those miners you can get super cheap rx580s and gtx 1060s and build yourself a banging 1080p system for reallyy cheap ,0,Nov-19
2, looks at nvidia earnings and it looks like they're doing just fine in this economy yes i find it stupid but they're the one that are rich nvidia smart enough to make money off of stupid people which is still very profitable these days ,0,Aug-21
0, so tonight im enjoying my new 3080 ftw card playing bfv and my teammate typed me a question so suddenly my i9 9900k asus z390 decided no nope you caint answer him or move my w my a my s all my movement gaming keys stopped working so i quit game changed keyboards usb to a different port now it works do usb ports go bad its been gaming for 6 months straight no troubles but only on friday nights it caint be wore out yet that usb port ,0,Apr-21
0, why nvidia didn't fix the capacitor problem oh wait different manufacturers put the cheaper version together not nvidia but they did make the gpu though ,0,Sep-20
2, i would really prefer if useless cryptocurrency wouldn't make a comeback and make it impossible to get a gpu at decent prices again ,0,Nov-20
1, buying gpus just got even harder don't mind me that bought 37 gpus 3060tim 3070 3080 in the past 2 days ,0,Jan-21
1, what nvidia and the stores could have done is just kept selling 3080s even though they had none left once the scalpers realised there was an inexhaustible supply they'd have cancelled their orders freeing up actual cards for people who genuinely want to use one ,0,Sep-20
2, i get that they're probably making these with left over material that wouldn't be used to make their original gpus but i kinda wish they would just be honest about it this isn't going to distract miners they'll have their cake and eat it too with companies doing things like this the least companies could do is be honest as to why they're going down this road you have left over product you know miners will pay an arm and a leg and in bulk too you wanna make money off of left over product stop lying and saying that this is somehow going to distract miners we know they know it's not going to ,0,Mar-21
0, when saudi arabia came out i couldn't stop laughing but then i realized that i live in saudi arabia i cried and the cards are gonna cost insane money ,0,Nov-20
0, if trump gets his tariffs and bitcoins price goes back up video cards will be more valuable than gold buy now or miss out ,0,Jun-18
2, got a new rtx 2060 super on ebay from newegg for 545 in december feel pretty good about that canadian dollars btw ,0,Sep-21
0, that sounds like the same practice what nvidia did with their regular rtx cards downgraded the next model and renamed rebranded them to the lower model and called them super that switch might as well be switch pro that got a downgrade but still being better than regular ,0,Jul-19
0, if you believe 2080ti gets only 30 fps in 1080p is true you are a super idiot ray tracing is for movie realistic graphics not gaming yet ,0,Aug-18
0, hacked is a strong word considering they didnt collect addresses or credit card information or anything like that its just an archive of all the posts ,0,Jan-21
2, take a look at the performance of the rtx 3080 with the pc game doom internal url and greetings from hans of the dutch lowlands nl ,0,Aug-20
2, if true i'm perfectly fine with amd killing radeon vii to release a higher end navi based gpu sooner rather than later obviously they'll want the 5700 5700xt to sell some decent figures first both reference and partner cards i get that i just hope it offers a similar price to performance to power efficiency ratio as it sounds like the 3700x does for gaming it doesn't even need to increase performance over radeon vii let alone reach 2080ti levels the same 1440p performance numbers as radeon vii at a much less power hungry usage than radeon vii or nvidia equivalent gpus is what i'm personally waiting for ,0,Jul-19
1, nvidia up until 20 series i would consider no other card since i couldn't get a 3080 i again got pissed with there over estimating figures and everything they've done i was impressed with amd subtle but truthful launch i decided they deserved my support however i'll remember what they did to hardware unboxed which i only just discovered researching the cards it'll take nvidia several years to earn back my trust now i'm today no longer an nvidia fanboi ,0,Dec-20
1, what this actually sounds like is that nvidia intentionally held back these graphics cards to hike up prices and it backfired ,0,Jun-18
0, i want a card that's high on performance and could care less for eye candy at a good price point is this possible also at whoop edit also 144 fps ,0,Dec-19
1, with the continuing shortages of gpus i'm so glad i have no impulse control and bought a scalped 3090 off ebay last november i did pay two grand us for it but that's only a 33 increase over msrp so all things considered now i didn't get screwed as hard as people are today ,0,Apr-21
0, if the consumers would just tell the companies that we dont care they would fix this bullshit asap there has not been any massive advances in game graphics that require video card updates every year or two any game can run on a 1080 perfectly stop simping for a new waste of money each year and the graphics card makers will do better ,0,Nov-20
0, that radeon is old rescaled down navi the new cards will be on rdna but they are not here so ,0,Jun-19
1, what if nvidia was being cunning with their unhackable marketing so everybody would try to hack it and they could fix the security flaws they glossed over based on all the hacked drivers ,0,Apr-21
2, can't wait to see the next generation of graphics cards hoping the miners don't mess up this generation like they did pascal ,0,Aug-18
0, the fact the 2080 can do real time ray tracing at all even at 30fps is incredible in itself you're game is now rendering graphics in real time meaning things are no longer pre rendered ,0,Aug-18
0, dear amd red invida green eazy fix for this bit mineing issue make a gpu that physically dos not have the hardware that miners use need is not on the pcb an call it gee a gpu derr and that way the bit miners can buy asis cards that are 100 made for bit coin ,0,Mar-21
0, so rx 480 rx 580 new rumored amd gpu c'mon guys spotify already doesn't make money why not why did the v series dump the second screen i still have the v20 non removable battery and dumping the second screen turned me off on the v30 and looks like my trusty 10 800mah capacity wireless charging rigged v20 will live on to see another generation ,0,Sep-18
0, no i would not have predicted noctua making a gpu cooler so i'm very interested to see what it does ,1,Aug-21
1, we now know why there is a worldwide ram and gpu shortage nvidia ram manufacures have pooled their factories to produce the beheamith ,0,Jun-18
0, i mine on the most disliked gpu the radeon vii this should be okay right it's just as fast as a 3080 with 100mh and it was cheap in december 2019 only 450usd ,0,Mar-21
0, i bet someone is going to buy this as a gaming gpu and complain why it cant play 8k games ,0,Nov-20
0, sponsored by msi the scalper of their own rtx cards other channels have boycotted msi and refusing to work with them lmg just lost a subscriber ,0,Oct-20
0, as an full amd system user i have to say nvidia recently has been working hard need those voice filters ,0,Apr-20
2, i did not have any problem buying a rtx 300 series card in my country the local shop had stock of 3060ti and 3070 cards they are however very expensive for most people here though a 3070 cost nearly 2x as much as a 1070 used to go for ,0,Nov-20
1, if you have to sell your soul to the devil for an nvidia gpu what will gingers like me do ,0,Jun-18
0, amd in reality keeping things hidden to make a explosive comeback with a better card than before and also better than nvidiea i don't use it as you can tell ,0,Jul-19
0, i've been wondering when the 710 would get an update but i was thinking a 3010 would come out not 1010 they really don't care about low end gpus i have a 3070 so i am not looking to buy it but i hope they bring out a 3030 or something for some decent gaming performance at 100 bucks for people that don't want need or can get a 3060 or higher ,0,Jan-21
2, i know everybody excited for new rtx 3090 but let's be real most of us can't afford them crying with my gtx 1650 ,0,Aug-20
0, i love how you could use gaugan from a web browser but now you need an rtx gpu to use the full version ,0,Jun-21
2, i keep putting off getting a new graphics card because i keep hoping someone will launch a fast new card in the next few months still rocking a 980 ,0,Apr-20
0, there's a big difference between a freesync monitor also supporting gsync vs gysnc monitor also supporting freesync the latter which is the example on this video you are still still have to pay more money to nvidia for the monitor the only difference now is that nvidia being lesser of an a hole and care less after they got your money and not longer slap on the wrist of new users for daring to switch to amd graphic card despite the user had to pay extra 150 200 for the so called gsync monitor doesn't help any of the existing users to escape the gsync prison shackle they are still in ,0,Nov-19
0, im a computational astrophysicist we use a lot of computing power and what we have is never enough i guarantee you i will never use one of those amd cards because literally everyone who uses any from of gpu accelerated code does so with cuda ,1,Nov-20
1, maybe just maybe they will actually be able to have flipping true msrp on the dang cards and not have them still over priced ,0,Jun-18
1, everyone should buy a gpu pay via cc and threaten to file a chargeback if the asshole seller doesnt let you return the card used for a full refund suppose you buy the card and all of a sudden dont know how to plug it into your pc and need to return it ,0,Sep-20
0, if rtx require dlss to run properly and dlss is fake 4k by upscaling 1440p should it not be considered a single feature rather than two ,0,Feb-19
2, sure why sell those gpus at a reasonable price when you can just keep the supply low and hang onto those crypto inflated gpu prices as long as humanly possible and while they're at it waste a ton of nand which there is allegedly a shortage of that way ram prices can stay insanely high too it's a win win for everyone except for the consumer ,0,Jun-18
0, i think the concern is the acquisition of these new gpus to mass that dont need them and pricing long live the king the king is dead ,0,Sep-18
0, out of stock in the uk unless your willing to pay 450 from nvidia website for a palit or zotac version ,0,Nov-20
0, a lot of people are freaking out over the fact that their shiny new rtx cards are going to become obsolete sure it's only been six months since the cards came out but because of that we really need to ask ourselves just how much of an improvement super will actually be chances are not much you still got what you paid for and if what you paid for was a card to brag to your friends about then money mustn't be a real issue for you ,1,Jun-19
0, the nvidia arm rtx demo also has one cool thing its running on a custom arch linux installation speculations can be true that if there will a new nvidia console shield 2 portable anyone it will be arm based compete directly with steam deck and have rtx support while running on a custom arch linux install super fun times ,2,Jul-21
1, this fucking scalprels and miners are selling gpus for 10319049308148923894238942398498 dollars i just wanted rtx 3070 i collected that many moneh and i cant even do that ,0,Nov-20
0, if thats real rtx images then im sold a reason to buy an rtx card still dungeons in mc need to be updated though the whole cave system ,0,Aug-19
2, well i don't have money for a new card atm anyway so i will wait till 2021 and see what new stuff come out and see if the stock slowly comes back ,0,Nov-20
0, lets hope that nvidia cuts down their price on the 3080ti to compete against amd this is why competition is good you fan boy sheeps you total cancer garbage human beings who have given companies air under their wings to raise the prices beyond stupidity levels ,0,Oct-20
0, yeah no most shader mods look better than rtx on minecraft and they cancelled super duper graphics for this bullshit now we can all live our dream of playing minecraft at 20fps on the most expensive gpu on the market ,38,Aug-19
0, hardware unboxed is amd biased i've been saying that for a while and getting hate for it really not surprising nvidia blacklisted it ,0,Dec-20
1, great so a gpu you can't even buy is going up in price sounds real fair we got a product you want but you cant buy it but if you ever will it used to cost 800 now it cost 1200 because you didnt get one at the very first moment where it was already impossible to posses one ,0,Jan-21
2, bros i'm still using a 4gb 8800gtx i mean i can still play every current gen released game on medium settings like witcher 3 but ffs give me one of those 300 00 at a discount nvidia i need me some beat saber ,3,Jun-18
0, what if there was a customizable graphics card like custom vram amount custom memory and clock speeds custom chassis or maybe an upgradable graphics card you can remove and add vram sticks removable gpu where there are multiple gpus you can add to your graphics card sorry idk why i said all of that p ,1,Jan-21
0, very good clip anthony will nvidia cutting out the scalpers scalping 1200 computex gpu for themselves monopolizing for their own benefit as this only show their business practices roadmap to how they will hold all users of arm products to ransom ,0,May-21
1, last i heard nvidia wasn't going to ramp up production during the mining craze because of this and now that the craze is over this happens what lol ,0,Jun-18
1, gpus are still highly overpriced due to the mining flush the market with these chips and bring them back down to sensible prices ,2,Jun-18
0, msi caught price gouging their rtx30 cards and not even apologizing about it when they got caught never buying msi ever again ,0,Oct-20
1, nvidia doesnt care about consumers they just see an opportunity to sell off old stock with fancy feathers for more just like lmg sees an opertunity to make 'silly' videos and pretend it isn't a large corporation out for the money so get out there and buy a card and watch a large company ship 'quirky' tweets and jokes down your throat ,0,Sep-21
0, amd releases big navi next day nvidia our 3070 is priced lower than big navi next day amd we have lowered the price of big navi me go on continue ,0,Sep-20
1, here you go another reason for me to never buy super fresh inovative products like the new nvidia cards ill will never be cheated again like i was with my s20 ultra ,0,Sep-20
0, the price increase because of taxes is basically what most people overseas like here face gpus are literally double their american msrp counterparts ,0,Jan-21
0, smartie nvidia exec 'so hey we can't make enough of the new stuff so lets divert resources and make more old stuff yuayy ' ,52,Sep-21
1, finally a retailer that's willing to increase the graphics card prices why has it taken this long scalpers will stop scalping if they can't make money doing it ,0,Feb-21
2, and to think i was going to shop nvidia for my next computer thanks for making my decision morally simple d ,3,Dec-20
1, it's stupid enough to buy one of the 3k series cards from a scalper but you're a special kind of stupid if you buy an amd card marked up to the same price ,0,Nov-20
2, who doesnt make sure a website is legit before purchasing a graphics card youre purchasing a graphics card if youre purchasing it to build a pc yourself you probably dont even know how to build a pc ,0,Aug-21
1, lets hope that btc value dropped to nothing and the miners have their gpu mines burnt down at the same time ,0,Dec-20
2, sadly the rx 570 and 580 are still super cheap even brand new and often come with free games or deals etc you can also pick up used gpus for a fantastic deal sometimes but basically the fact that the rx 5500 is being compared to the gtx 1650 and not 1660 that means it won't be very powerful good for an itx gpu perhaps though there are other alternatives such as an itx 1660 amd already have fantastic budget 1080p cards such as the 580 or even 590 but it would be cool if they made alternatives to that category still cool though hopefully they release good quality itx cards and low profile ones it's sad that amd don't have any low profile cards besides a 560 perhaps ,0,Oct-19
0, did they ever fix the whole problems with the drivers for 5series cards not working with dp as all i get when using dp is it shows the post screen then says no signal lol ddu does nothing neither does a fresh install if the os install's any driver for video after a fresh install the screen will go black only works on dp if there's no video drivers ,0,Sep-21
2, team red or team green i don't really care at this point it is just who can get a new gpu in my hands first get's my money ,0,Nov-20
1, please stop praising the nvidia limiter bs nvidia is only doing this so they can sell the cmp with probably 100 mark up and than sell us gamers the gamer version too nvidia has no interest in our well being all they care is making more money another reason for the limiter is to lower the used market that flourishes when miners sell the used old cards ,0,Apr-21
0, maybe if they started selling those gpus they wouldn't be stuck with them it's june 2018 and gtx 1080 tis are still sold out everywhere ,0,Jun-18
0, isn't exynos getting amd gpu architecure i mean i know its a ways off but idfk great job madison btw ,1,Feb-21
1, i really really do not understand why nvidia is pushing 16 series video cards instead of 2050s it dramatically slows rtx adoption ,0,Apr-19
0, and a good one too i had 2 of their hd 4850 golden sample in crossfire those cards were absolute fire ,0,Aug-20
0, why do they have to have permission to stream these games if i buy a full version of the game for normal pc why do they have the option for me to not stream it its not like they would or wouldn't make money form this i can understand if nvidia was selling through something like stadia but i don't see how blizzard activision can do something like this ,0,Feb-20
0, soon enough amd is going to kill it with their gpus they have been doing good with the mid range to low but were lacking in high end ones 800 1200 for a gpu is ridiculous 16 11 2019 03 52 ,0,Nov-19
2, nvidia is on a roll nvidia is on a roll nvidia is on a fucking roll let's talk about the f cking 99 of people who paid for a gpu and still haven't gotten anything after weeks and don't even know when they're getting it ,1,Oct-20
0, man i was gonna buy an nvidia card because of all the stuff they do for 3d simulations and bringing real time ray tracing to the mainstream but amd is making that really difficult right now ,0,Oct-20
2, they need to put more regulations and restrictions on the amount of graphics cards you can buy so bots and bitcoin miners can't keep on buying them out all the time scalpers should also be fined if they are scalping things like gpu's that are 100 150 extra than the regular original price ,0,Mar-21
1, that's a suuper wrong title amd said from the beginning that the radeon vii has limited availability and they also confirmed more gpus ,3,Jul-19
2, according to leaks this card should be around 130 usd at retail which would make it the legend of price to performance ,0,Oct-19
2, cool ordering an rtx super laptop of course if it is more value than a ti one now this will be all to do with my monetary status at the time very cool i can't wait right us gamers are getting spoiled ,0,Mar-20
1, fric frak nvidia i hate them still gonna buy one lol but in all seriousness they need to do better i hope this behavior hurts their pocket ,0,Dec-20
1, steve burning gigabyte love his work put fire under their arse these companies really think we all clones and puppets to sell us shit the blows everything in the pc wait will rma you a new one yes please but the old psu blew my motherboard and gpu can you rma that to since your psu blew up my hardware ,0,Aug-21
0, so this could be interesting i have evga 3080 and when i remove fps limit in any game my gpu triggers some kind of bsod so this could be evga's problem ,2,Jul-21
0, why didn't nvidia fix the fact that aibs made their cards worse than the founder's edition even though asus managed to make their tuf as good as nvidia ,3,Sep-20
0, the gt1010 would be great for a diy server when i don't care about the best graphics but the option is there if needed or if there's some light gpu work possible ,0,Jan-21
0, radeon vii discontinued already wow hope support isnt im looking at amd for my next build but crap like this has me hesitate to do it ,0,Jul-19
