"","items","support","transIdenticalToItemsets","count"
"6243","{catch,try}",0.000193528409970584,25,25
"6244","{like,slow}",0.000441244774732931,57,57
"6245","{good,slow}",0.00020901068276823,27,27
"6246","{people,slow}",0.000270939773958817,35,35
"6247","{new,slow}",0.000309645455952934,40,40
"6248","{buy,slow}",0.000193528409970584,25,25
"6249","{amd,slow}",0.000309645455952934,40,40
"6250","{slow,time}",0.000301904319554111,39,39
"6251","{get,slow}",0.000247716364762347,32,32
"6252","{slow,think}",0.000224492955565877,29,29
"6253","{game,slow}",0.000270939773958817,35,35
"6254","{slow,want}",0.000170305000774114,22,22
"6255","{go,slow}",0.000170305000774114,22,22
"6256","{need,slow}",0.000224492955565877,29,29
"6257","{intel,slow}",0.000263198637559994,34,34
"6258","{slow,thing}",0.00020901068276823,27,27
"6259","{nvidia,slow}",0.000193528409970584,25,25
"6260","{slow,year}",0.000201269546369407,26,26
"6261","{slow,use}",0.000216751819167054,28,28
"6262","{card,slow}",0.000193528409970584,25,25
"6263","{slow,work}",0.000178046137172937,23,23
"6264","{slow,well}",0.000224492955565877,29,29
"6265","{make,slow}",0.000201269546369407,26,26
"6266","{run,slow}",0.000170305000774114,22,22
"6267","{fast,slow}",0.000247716364762347,32,32
"6268","{like,smart}",0.000503173865923518,65,65
"6269","{good,smart}",0.000278680910357641,36,36
"6270","{people,smart}",0.000418021365536461,54,54
"6271","{new,smart}",0.000263198637559994,34,34
"6272","{buy,smart}",0.000418021365536461,54,54
"6273","{amd,smart}",0.000270939773958817,35,35
"6274","{get,smart}",0.000239975228363524,31,31
"6275","{know,smart}",0.000247716364762347,32,32
"6276","{smart,think}",0.000309645455952934,40,40
"6277","{smart,want}",0.000309645455952934,40,40
"6278","{nt,smart}",0.00018578727357176,24,24
"6279","{go,smart}",0.000170305000774114,22,22
"6280","{need,smart}",0.00018578727357176,24,24
"6281","{smart,thing}",0.000239975228363524,31,31
"6282","{nvidia,smart}",0.000178046137172937,23,23
"6283","{look,smart}",0.000224492955565877,29,29
"6284","{smart,use}",0.00018578727357176,24,24
"6285","{smart,work}",0.000170305000774114,22,22
"6286","{smart,well}",0.000170305000774114,22,22
"6287","{company,smart}",0.00020901068276823,27,27
"6288","{apple,smart}",0.000170305000774114,22,22
"6289","{smart,watch}",0.000402539092738814,52,52
"6290","{phone,smart}",0.000270939773958817,35,35
"6291","{access,smart}",0.00025545750116117,33,33
"6292","{like,techlinked}",0.000797337049078805,103,103
"6293","{good,techlinked}",0.000712184548691748,92,92
"6294","{new,techlinked}",0.000317386592351757,41,41
"6295","{techlinked,time}",0.000371574547143521,48,48
"6296","{get,techlinked}",0.000301904319554111,39,39
"6297","{know,techlinked}",0.000286422046756464,37,37
"6298","{linus,techlinked}",0.000603808639108221,78,78
"6299","{techlinked,think}",0.000216751819167054,28,28
"6300","{techlinked,video}",0.0010605356866388,137,137
"6301","{techlinked,want}",0.000201269546369407,26,26
"6302","{need,techlinked}",0.00025545750116117,33,33
"6303","{techlinked,well}",0.000301904319554111,39,39
"6304","{riley,techlinked}",0.000928936367858802,120,120
"6305","{tech,techlinked}",0.000247716364762347,32,32
"6306","{actually,techlinked}",0.000178046137172937,23,23
"6307","{guy,techlinked}",0.000286422046756464,37,37
"6308","{news,techlinked}",0.000402539092738814,52,52
"6309","{love,techlinked}",0.000410280229137637,53,53
"6310","{techlinked,watch}",0.000541879547917634,70,70
"6311","{great,techlinked}",0.000332868865149404,43,43
"6312","{day,techlinked}",0.000193528409970584,25,25
"6313","{see,techlinked}",0.000224492955565877,29,29
"6314","{feel,techlinked}",0.0002322340919647,30,30
"6315","{anthony,techlinked}",0.000193528409970584,25,25
"6316","{channel,techlinked}",0.000216751819167054,28,28
"6317","{host,techlinked}",0.000836042731072922,108,108
"6318","{madison,techlinked}",0.000603808639108221,78,78
"6319","{james,techlinked}",0.000201269546369407,26,26
"6320","{techlinke,techlinked}",0.000193528409970584,25,25
"6321","{episode,techlinked}",0.00103731227744233,134,134
"6322","{fun,techlinked}",0.000178046137172937,23,23
"6323","{like,push}",0.000472209320328224,61,61
"6324","{good,push}",0.000201269546369407,26,26
"6325","{people,push}",0.000371574547143521,48,48
"6326","{new,push}",0.000263198637559994,34,34
"6327","{buy,push}",0.0002322340919647,30,30
"6328","{amd,push}",0.000278680910357641,36,36
"6329","{push,time}",0.000239975228363524,31,31
"6330","{get,push}",0.00018578727357176,24,24
"6331","{know,push}",0.000224492955565877,29,29
"6332","{push,think}",0.000193528409970584,25,25
"6333","{game,push}",0.000224492955565877,29,29
"6334","{push,want}",0.00018578727357176,24,24
"6335","{nt,push}",0.00018578727357176,24,24
"6336","{go,push}",0.000193528409970584,25,25
"6337","{need,push}",0.000224492955565877,29,29
"6338","{intel,push}",0.000216751819167054,28,28
"6339","{push,thing}",0.00018578727357176,24,24
"6340","{nvidia,push}",0.000224492955565877,29,29
"6341","{card,push}",0.0002322340919647,30,30
"6342","{come,push}",0.000178046137172937,23,23
"6343","{make,push}",0.000170305000774114,22,22
"6344","{company,push}",0.000178046137172937,23,23
"6345","{price,push}",0.000178046137172937,23,23
"6346","{push,try}",0.000193528409970584,25,25
"6347","{like,lmao}",0.000534138411518811,69,69
"6348","{good,lmao}",0.000379315683542344,49,49
"6349","{lmao,people}",0.000178046137172937,23,23
"6350","{lmao,new}",0.000178046137172937,23,23
"6351","{buy,lmao}",0.000301904319554111,39,39
"6352","{amd,lmao}",0.0002322340919647,30,30
"6353","{lmao,time}",0.000317386592351757,41,41
"6354","{get,lmao}",0.000448985911131754,58,58
"6355","{know,lmao}",0.000178046137172937,23,23
"6356","{linus,lmao}",0.000526397275119988,68,68
"6357","{lmao,think}",0.000294163183155287,38,38
"6358","{lmao,video}",0.000356092274345874,46,46
"6359","{game,lmao}",0.000178046137172937,23,23
"6360","{lmao,want}",0.000201269546369407,26,26
"6361","{lmao,nt}",0.000309645455952934,40,40
"6362","{go,lmao}",0.000178046137172937,23,23
"6363","{intel,lmao}",0.000332868865149404,43,43
"6364","{lmao,thing}",0.00018578727357176,24,24
"6365","{lmao,nvidia}",0.000216751819167054,28,28
"6366","{lmao,look}",0.00018578727357176,24,24
"6367","{come,lmao}",0.000170305000774114,22,22
"6368","{lmao,riley}",0.000356092274345874,46,46
"6369","{lmao,say}",0.000239975228363524,31,31
"6370","{actually,lmao}",0.00018578727357176,24,24
"6371","{guy,lmao}",0.000224492955565877,29,29
"6372","{lmao,love}",0.000332868865149404,43,43
"6373","{lmao,lol}",0.000178046137172937,23,23
"6374","{lmao,watch}",0.000170305000774114,22,22
"6375","{ad,lmao}",0.000247716364762347,32,32
"6376","{actual,like}",0.000565102957114104,73,73
"6377","{actual,good}",0.000193528409970584,25,25
"6378","{actual,people}",0.000278680910357641,36,36
"6379","{actual,new}",0.000178046137172937,23,23
"6380","{actual,buy}",0.000201269546369407,26,26
"6381","{actual,amd}",0.000193528409970584,25,25
"6382","{actual,time}",0.000216751819167054,28,28
"6383","{actual,get}",0.00020901068276823,27,27
"6384","{actual,know}",0.000239975228363524,31,31
"6385","{actual,linus}",0.000201269546369407,26,26
"6386","{actual,think}",0.000270939773958817,35,35
"6387","{actual,video}",0.000286422046756464,37,37
"6388","{actual,game}",0.0002322340919647,30,30
"6389","{actual,go}",0.000239975228363524,31,31
"6390","{actual,thing}",0.000216751819167054,28,28
"6391","{actual,nvidia}",0.000216751819167054,28,28
"6392","{actual,look}",0.000247716364762347,32,32
"6393","{actual,use}",0.000239975228363524,31,31
"6394","{actual,card}",0.000278680910357641,36,36
"6395","{actual,well}",0.000170305000774114,22,22
"6396","{actual,way}",0.000170305000774114,22,22
"6397","{actual,actually}",0.000309645455952934,40,40
"6398","{actual,news}",0.00018578727357176,24,24
"6399","{actual,price}",0.000201269546369407,26,26
"6400","{like,review}",0.000456727047530577,59,59
"6401","{good,review}",0.000317386592351757,41,41
"6402","{people,review}",0.000201269546369407,26,26
"6403","{new,review}",0.0002322340919647,30,30
"6404","{buy,review}",0.000224492955565877,29,29
"6405","{amd,review}",0.000286422046756464,37,37
"6406","{get,review}",0.000193528409970584,25,25
"6407","{know,review}",0.00020901068276823,27,27
"6408","{linus,review}",0.000867007276668215,112,112
"6409","{review,think}",0.000239975228363524,31,31
"6410","{review,video}",0.000278680910357641,36,36
"6411","{game,review}",0.000317386592351757,41,41
"6412","{review,want}",0.000263198637559994,34,34
"6413","{nt,review}",0.000278680910357641,36,36
"6414","{intel,review}",0.0002322340919647,30,30
"6415","{review,thing}",0.000239975228363524,31,31
"6416","{nvidia,review}",0.000332868865149404,43,43
"6417","{look,review}",0.000216751819167054,28,28
"6418","{card,review}",0.000224492955565877,29,29
"6419","{review,well}",0.000178046137172937,23,23
"6420","{come,review}",0.000216751819167054,28,28
"6421","{review,tech}",0.000294163183155287,38,38
"6422","{guy,review}",0.000201269546369407,26,26
"6423","{review,watch}",0.00018578727357176,24,24
"6424","{review,wait}",0.000193528409970584,25,25
"6425","{review,rtx}",0.000193528409970584,25,25
"6426","{product,review}",0.000247716364762347,32,32
"6427","{channel,review}",0.000278680910357641,36,36
"6428","{ltt,review}",0.00020901068276823,27,27
"6429","{hardware,review}",0.000178046137172937,23,23
"6430","{like,wish}",0.000627032048304691,81,81
"6431","{good,wish}",0.000371574547143521,48,48
"6432","{people,wish}",0.000239975228363524,31,31
"6433","{new,wish}",0.000193528409970584,25,25
"6434","{buy,wish}",0.000418021365536461,54,54
"6435","{amd,wish}",0.000301904319554111,39,39
"6436","{time,wish}",0.000270939773958817,35,35
"6437","{get,wish}",0.000263198637559994,34,34
"6438","{know,wish}",0.000224492955565877,29,29
"6439","{linus,wish}",0.000278680910357641,36,36
"6440","{video,wish}",0.000294163183155287,38,38
"6441","{nt,wish}",0.000193528409970584,25,25
"6442","{thing,wish}",0.000201269546369407,26,26
"6443","{nvidia,wish}",0.000247716364762347,32,32
"6444","{wish,year}",0.00018578727357176,24,24
"6445","{look,wish}",0.000224492955565877,29,29
"6446","{use,wish}",0.000178046137172937,23,23
"6447","{wish,work}",0.000216751819167054,28,28
"6448","{come,wish}",0.000216751819167054,28,28
"6449","{riley,wish}",0.000224492955565877,29,29
"6450","{tech,wish}",0.000193528409970584,25,25
"6451","{guy,wish}",0.000239975228363524,31,31
"6452","{news,wish}",0.000178046137172937,23,23
"6453","{love,wish}",0.000278680910357641,36,36
"6454","{long,wish}",0.000178046137172937,23,23
"6455","{stop,wish}",0.000224492955565877,29,29
"6456","{like,nintendo}",0.000456727047530577,59,59
"6457","{good,nintendo}",0.000247716364762347,32,32
"6458","{nintendo,people}",0.00018578727357176,24,24
"6459","{new,nintendo}",0.00025545750116117,33,33
"6460","{buy,nintendo}",0.000332868865149404,43,43
"6461","{nintendo,time}",0.000170305000774114,22,22
"6462","{get,nintendo}",0.00020901068276823,27,27
"6463","{know,nintendo}",0.000178046137172937,23,23
"6464","{game,nintendo}",0.000758631367084688,98,98
"6465","{nintendo,want}",0.000239975228363524,31,31
"6466","{nintendo,nt}",0.000201269546369407,26,26
"6467","{go,nintendo}",0.000193528409970584,25,25
"6468","{nintendo,thing}",0.000170305000774114,22,22
"6469","{nintendo,year}",0.000201269546369407,26,26
"6470","{nintendo,work}",0.00018578727357176,24,24
"6471","{nintendo,well}",0.000170305000774114,22,22
"6472","{come,nintendo}",0.000216751819167054,28,28
"6473","{nintendo,way}",0.000178046137172937,23,23
"6474","{company,nintendo}",0.000170305000774114,22,22
"6475","{nintendo,play}",0.000340610001548227,44,44
"6476","{nintendo,pc}",0.00020901068276823,27,27
"6477","{nintendo,sell}",0.000224492955565877,29,29
"6478","{nintendo,old}",0.000224492955565877,29,29
"6479","{nintendo,xbox}",0.000456727047530577,59,59
"6480","{console,nintendo}",0.000425762501935284,55,55
"6481","{microsoft,nintendo}",0.000363833410744697,47,47
"6482","{nintendo,switch}",0.00110698250503174,143,143
"6483","{like,lmg}",0.000611549775507044,79,79
"6484","{good,lmg}",0.000665737730298808,86,86
"6485","{lmg,new}",0.0002322340919647,30,30
"6486","{lmg,time}",0.000239975228363524,31,31
"6487","{get,lmg}",0.000363833410744697,47,47
"6488","{know,lmg}",0.000270939773958817,35,35
"6489","{linus,lmg}",0.000596067502709398,77,77
"6490","{lmg,think}",0.000301904319554111,39,39
"6491","{lmg,video}",0.000774113639882335,100,100
"6492","{go,lmg}",0.000193528409970584,25,25
"6493","{lmg,need}",0.000317386592351757,41,41
"6494","{lmg,thing}",0.00020901068276823,27,27
"6495","{lmg,work}",0.000394797956339991,51,51
"6496","{lmg,well}",0.00018578727357176,24,24
"6497","{lmg,riley}",0.000510915002322341,66,66
"6498","{lmg,tech}",0.000201269546369407,26,26
"6499","{lmg,say}",0.000170305000774114,22,22
"6500","{guy,lmg}",0.000340610001548227,44,44
"6501","{lmg,love}",0.000371574547143521,48,48
"6502","{lmg,watch}",0.000309645455952934,40,40
"6503","{great,lmg}",0.000332868865149404,43,43
"6504","{gaming,lmg}",0.000495432729524694,64,64
"6505","{lmg,see}",0.000193528409970584,25,25
"6506","{anthony,lmg}",0.000301904319554111,39,39
"6507","{channel,lmg}",0.000673478866697631,87,87
"6508","{host,lmg}",0.000317386592351757,41,41
"6509","{lmg,madison}",0.000495432729524694,64,64
"6510","{job,lmg}",0.000239975228363524,31,31
"6511","{james,lmg}",0.000193528409970584,25,25
"6512","{lmg,team}",0.000178046137172937,23,23
"6513","{beat,like}",0.000448985911131754,58,58
"6514","{beat,good}",0.000270939773958817,35,35
"6515","{beat,people}",0.000201269546369407,26,26
"6516","{beat,new}",0.000239975228363524,31,31
"6517","{beat,buy}",0.000170305000774114,22,22
"6518","{amd,beat}",0.000882489549465862,114,114
"6519","{beat,time}",0.000193528409970584,25,25
"6520","{beat,get}",0.000201269546369407,26,26
"6521","{beat,think}",0.00018578727357176,24,24
"6522","{beat,game}",0.000294163183155287,38,38
"6523","{beat,nt}",0.000247716364762347,32,32
"6524","{beat,go}",0.0002322340919647,30,30
"6525","{beat,need}",0.00018578727357176,24,24
"6526","{beat,intel}",0.000859266140269392,111,111
"6527","{beat,nvidia}",0.000356092274345874,46,46
"6528","{beat,year}",0.00025545750116117,33,33
"6529","{beat,look}",0.00018578727357176,24,24
"6530","{beat,card}",0.000201269546369407,26,26
"6531","{beat,well}",0.00018578727357176,24,24
"6532","{beat,way}",0.000170305000774114,22,22
"6533","{beat,gpu}",0.000216751819167054,28,28
"6534","{beat,try}",0.00018578727357176,24,24
"6535","{beat,let}",0.000170305000774114,22,22
"6536","{beat,gaming}",0.000170305000774114,22,22
"6537","{beat,cpu}",0.0002322340919647,30,30
"6538","{beat,ryzen}",0.0002322340919647,30,30
"6539","{beat,core}",0.000201269546369407,26,26
"6540","{like,state}",0.000433503638334107,56,56
"6541","{good,state}",0.00018578727357176,24,24
"6542","{people,state}",0.000294163183155287,38,38
"6543","{new,state}",0.000216751819167054,28,28
"6544","{amd,state}",0.000178046137172937,23,23
"6545","{know,state}",0.00025545750116117,33,33
"6546","{state,think}",0.00020901068276823,27,27
"6547","{game,state}",0.000170305000774114,22,22
"6548","{state,want}",0.000178046137172937,23,23
"6549","{need,state}",0.000178046137172937,23,23
"6550","{state,thing}",0.000178046137172937,23,23
"6551","{state,year}",0.000201269546369407,26,26
"6552","{state,use}",0.000193528409970584,25,25
"6553","{come,state}",0.000170305000774114,22,22
"6554","{state,way}",0.00018578727357176,24,24
"6555","{say,state}",0.000170305000774114,22,22
"6556","{competition,like}",0.000387056819941167,50,50
"6557","{competition,good}",0.000627032048304691,81,81
"6558","{competition,people}",0.00020901068276823,27,27
"6559","{competition,new}",0.000270939773958817,35,35
"6560","{buy,competition}",0.0002322340919647,30,30
"6561","{amd,competition}",0.000789595912679981,102,102
"6562","{competition,time}",0.000270939773958817,35,35
"6563","{competition,get}",0.000224492955565877,29,29
"6564","{competition,think}",0.00020901068276823,27,27
"6565","{competition,want}",0.00025545750116117,33,33
"6566","{competition,go}",0.000247716364762347,32,32
"6567","{competition,need}",0.000286422046756464,37,37
"6568","{competition,intel}",0.000843783867471745,109,109
"6569","{competition,thing}",0.000263198637559994,34,34
"6570","{competition,nvidia}",0.000503173865923518,65,65
"6571","{competition,year}",0.000286422046756464,37,37
"6572","{card,competition}",0.00018578727357176,24,24
"6573","{competition,work}",0.00018578727357176,24,24
"6574","{competition,well}",0.000325127728750581,42,42
"6575","{competition,way}",0.000170305000774114,22,22
"6576","{actually,competition}",0.000170305000774114,22,22
"6577","{company,competition}",0.000309645455952934,40,40
"6578","{competition,gpu}",0.000239975228363524,31,31
"6579","{apple,competition}",0.000178046137172937,23,23
"6580","{competition,price}",0.000332868865149404,43,43
"6581","{competition,right}",0.00018578727357176,24,24
"6582","{competition,hope}",0.0002322340919647,30,30
"6583","{competition,market}",0.000356092274345874,46,46
"6584","{competition,product}",0.000170305000774114,22,22
"6585","{competition,consumer}",0.000239975228363524,31,31
"6586","{iphone,like}",0.000456727047530577,59,59
"6587","{good,iphone}",0.00025545750116117,33,33
"6588","{iphone,people}",0.000325127728750581,42,42
"6589","{iphone,new}",0.000425762501935284,55,55
"6590","{buy,iphone}",0.000356092274345874,46,46
"6591","{iphone,time}",0.0002322340919647,30,30
"6592","{get,iphone}",0.000201269546369407,26,26
"6593","{iphone,know}",0.000309645455952934,40,40
"6594","{iphone,think}",0.0002322340919647,30,30
"6595","{iphone,video}",0.000178046137172937,23,23
"6596","{iphone,want}",0.00025545750116117,33,33
"6597","{iphone,nt}",0.000363833410744697,47,47
"6598","{go,iphone}",0.000270939773958817,35,35
"6599","{iphone,need}",0.000224492955565877,29,29
"6600","{iphone,thing}",0.00018578727357176,24,24
"6601","{iphone,year}",0.00025545750116117,33,33
"6602","{iphone,look}",0.000178046137172937,23,23
"6603","{iphone,use}",0.000363833410744697,47,47
"6604","{apple,iphone}",0.00130825205140115,169,169
"6605","{iphone,phone}",0.000479950456727048,62,62
"6606","{google,iphone}",0.000216751819167054,28,28
"6607","{happen,iphone}",0.000170305000774114,22,22
"6608","{iphone,user}",0.000193528409970584,25,25
"6609","{device,iphone}",0.000170305000774114,22,22
"6610","{android,iphone}",0.000332868865149404,43,43
"6611","{12,iphone}",0.000263198637559994,34,34
"6612","{learn,like}",0.000332868865149404,43,43
"6613","{good,learn}",0.0002322340919647,30,30
"6614","{learn,people}",0.000340610001548227,44,44
"6615","{learn,new}",0.0002322340919647,30,30
"6616","{buy,learn}",0.00020901068276823,27,27
"6617","{amd,learn}",0.000201269546369407,26,26
"6618","{learn,time}",0.000340610001548227,44,44
"6619","{get,learn}",0.000224492955565877,29,29
"6620","{know,learn}",0.00025545750116117,33,33
"6621","{learn,think}",0.000216751819167054,28,28
"6622","{learn,want}",0.000170305000774114,22,22
"6623","{learn,nt}",0.000247716364762347,32,32
"6624","{go,learn}",0.000224492955565877,29,29
"6625","{learn,need}",0.000363833410744697,47,47
"6626","{intel,learn}",0.00020901068276823,27,27
"6627","{learn,thing}",0.000332868865149404,43,43
"6628","{learn,nvidia}",0.000247716364762347,32,32
"6629","{learn,year}",0.0002322340919647,30,30
"6630","{learn,use}",0.000270939773958817,35,35
"6631","{learn,work}",0.000193528409970584,25,25
"6632","{learn,say}",0.000178046137172937,23,23
"6633","{actually,learn}",0.000178046137172937,23,23
"6634","{learn,make}",0.000178046137172937,23,23
"6635","{like,mobile}",0.000425762501935284,55,55
"6636","{good,mobile}",0.000247716364762347,32,32
"6637","{mobile,people}",0.000216751819167054,28,28
"6638","{mobile,new}",0.000286422046756464,37,37
"6639","{amd,mobile}",0.000394797956339991,51,51
"6640","{mobile,time}",0.000193528409970584,25,25
"6641","{get,mobile}",0.000247716364762347,32,32
"6642","{know,mobile}",0.000193528409970584,25,25
"6643","{mobile,think}",0.000193528409970584,25,25
"6644","{game,mobile}",0.000534138411518811,69,69
"6645","{mobile,want}",0.00020901068276823,27,27
"6646","{mobile,nt}",0.000201269546369407,26,26
"6647","{mobile,need}",0.00025545750116117,33,33
"6648","{intel,mobile}",0.000348351137947051,45,45
"6649","{mobile,nvidia}",0.000224492955565877,29,29
"6650","{mobile,use}",0.00025545750116117,33,33
"6651","{mobile,well}",0.000193528409970584,25,25
"6652","{come,mobile}",0.000216751819167054,28,28
"6653","{make,mobile}",0.00018578727357176,24,24
"6654","{company,mobile}",0.000170305000774114,22,22
"6655","{gpu,mobile}",0.000239975228363524,31,31
"6656","{apple,mobile}",0.0002322340919647,30,30
"6657","{mobile,play}",0.000224492955565877,29,29
"6658","{mobile,phone}",0.000379315683542344,49,49
"6659","{gaming,mobile}",0.00020901068276823,27,27
"6660","{ad,mobile}",0.000178046137172937,23,23
"6661","{chip,mobile}",0.000224492955565877,29,29
"6662","{datum,mobile}",0.000178046137172937,23,23
"6663","{laptop,mobile}",0.000247716364762347,32,32
"6664","{device,mobile}",0.000201269546369407,26,26
"6665","{crap,like}",0.000541879547917634,70,70
"6666","{crap,good}",0.000263198637559994,34,34
"6667","{crap,people}",0.000410280229137637,53,53
"6668","{crap,new}",0.000178046137172937,23,23
"6669","{buy,crap}",0.000448985911131754,58,58
"6670","{amd,crap}",0.000278680910357641,36,36
"6671","{crap,time}",0.00025545750116117,33,33
"6672","{crap,get}",0.000348351137947051,45,45
"6673","{crap,know}",0.000278680910357641,36,36
"6674","{crap,think}",0.00018578727357176,24,24
"6675","{crap,video}",0.000286422046756464,37,37
"6676","{crap,game}",0.000224492955565877,29,29
"6677","{crap,want}",0.000294163183155287,38,38
"6678","{crap,nt}",0.000224492955565877,29,29
"6679","{crap,go}",0.000247716364762347,32,32
"6680","{crap,need}",0.000193528409970584,25,25
"6681","{crap,intel}",0.00020901068276823,27,27
"6682","{crap,thing}",0.000239975228363524,31,31
"6683","{crap,nvidia}",0.000216751819167054,28,28
"6684","{crap,year}",0.000247716364762347,32,32
"6685","{crap,look}",0.00020901068276823,27,27
"6686","{crap,use}",0.000178046137172937,23,23
"6687","{card,crap}",0.000170305000774114,22,22
"6688","{crap,way}",0.000193528409970584,25,25
"6689","{crap,say}",0.00018578727357176,24,24
"6690","{company,crap}",0.000216751819167054,28,28
"6691","{apple,crap}",0.000201269546369407,26,26
"6692","{crap,watch}",0.0002322340919647,30,30
"6693","{crap,day}",0.000178046137172937,23,23
"6694","{2020,like}",0.000441244774732931,57,57
"6695","{2020,good}",0.000340610001548227,44,44
"6696","{2020,people}",0.000294163183155287,38,38
"6697","{2020,new}",0.000371574547143521,48,48
"6698","{2020,buy}",0.000239975228363524,31,31
"6699","{2020,amd}",0.000665737730298808,86,86
"6700","{2020,time}",0.000278680910357641,36,36
"6701","{2020,get}",0.000193528409970584,25,25
"6702","{2020,know}",0.00020901068276823,27,27
"6703","{2020,linus}",0.000193528409970584,25,25
"6704","{2020,think}",0.000193528409970584,25,25
"6705","{2020,game}",0.000201269546369407,26,26
"6706","{2020,nt}",0.000239975228363524,31,31
"6707","{2020,go}",0.000270939773958817,35,35
"6708","{2020,need}",0.00018578727357176,24,24
"6709","{2020,intel}",0.000371574547143521,48,48
"6710","{2020,thing}",0.000201269546369407,26,26
"6711","{2020,nvidia}",0.00020901068276823,27,27
"6712","{2020,year}",0.000650255457501161,84,84
"6713","{2020,well}",0.000178046137172937,23,23
"6714","{2020,come}",0.000286422046756464,37,37
"6715","{2020,tech}",0.000178046137172937,23,23
"6716","{2020,say}",0.000216751819167054,28,28
"6717","{2020,end}",0.000224492955565877,29,29
"6718","{2020,release}",0.000193528409970584,25,25
"6719","{2020,support}",0.000371574547143521,48,48
"6720","{2020,ryzen}",0.000216751819167054,28,28
"6721","{amazing,like}",0.000518656138721164,67,67
"6722","{amazing,good}",0.000418021365536461,54,54
"6723","{amazing,people}",0.000216751819167054,28,28
"6724","{amazing,new}",0.000224492955565877,29,29
"6725","{amazing,buy}",0.000224492955565877,29,29
"6726","{amazing,amd}",0.000239975228363524,31,31
"6727","{amazing,time}",0.000239975228363524,31,31
"6728","{amazing,get}",0.000201269546369407,26,26
"6729","{amazing,know}",0.000263198637559994,34,34
"6730","{amazing,linus}",0.000371574547143521,48,48
"6731","{amazing,think}",0.00020901068276823,27,27
"6732","{amazing,video}",0.000317386592351757,41,41
"6733","{amazing,game}",0.000270939773958817,35,35
"6734","{amazing,want}",0.000201269546369407,26,26
"6735","{amazing,nt}",0.00020901068276823,27,27
"6736","{amazing,need}",0.000193528409970584,25,25
"6737","{amazing,intel}",0.000170305000774114,22,22
"6738","{amazing,thing}",0.000239975228363524,31,31
"6739","{amazing,year}",0.00020901068276823,27,27
"6740","{amazing,look}",0.000317386592351757,41,41
"6741","{amazing,use}",0.000178046137172937,23,23
"6742","{amazing,work}",0.000294163183155287,38,38
"6743","{amazing,well}",0.000178046137172937,23,23
"6744","{amazing,riley}",0.00025545750116117,33,33
"6745","{amazing,tech}",0.000239975228363524,31,31
"6746","{actually,amazing}",0.000178046137172937,23,23
"6747","{amazing,guy}",0.000286422046756464,37,37
"6748","{amazing,news}",0.000193528409970584,25,25
"6749","{amazing,love}",0.000433503638334107,56,56
"6750","{amazing,watch}",0.000178046137172937,23,23
"6751","{amazing,great}",0.000193528409970584,25,25
"6752","{amazing,anthony}",0.000294163183155287,38,38
"6753","{amazing,host}",0.00018578727357176,24,24
"6754","{amazing,madison}",0.000224492955565877,29,29
"6755","{like,possible}",0.000479950456727048,62,62
"6756","{good,possible}",0.000356092274345874,46,46
"6757","{people,possible}",0.000301904319554111,39,39
"6758","{new,possible}",0.0002322340919647,30,30
"6759","{buy,possible}",0.000239975228363524,31,31
"6760","{amd,possible}",0.000340610001548227,44,44
"6761","{possible,time}",0.0002322340919647,30,30
"6762","{know,possible}",0.000317386592351757,41,41
"6763","{possible,think}",0.000263198637559994,34,34
"6764","{game,possible}",0.000278680910357641,36,36
"6765","{possible,want}",0.000309645455952934,40,40
"6766","{nt,possible}",0.0002322340919647,30,30
"6767","{intel,possible}",0.000216751819167054,28,28
"6768","{possible,thing}",0.000239975228363524,31,31
"6769","{nvidia,possible}",0.000224492955565877,29,29
"6770","{possible,year}",0.000224492955565877,29,29
"6771","{possible,use}",0.000201269546369407,26,26
"6772","{card,possible}",0.000224492955565877,29,29
"6773","{possible,well}",0.00018578727357176,24,24
"6774","{possible,way}",0.000317386592351757,41,41
"6775","{make,possible}",0.000224492955565877,29,29
"6776","{mean,possible}",0.000224492955565877,29,29
"6777","{possible,try}",0.00018578727357176,24,24
"6778","{possible,run}",0.000178046137172937,23,23
"6779","{gaming,possible}",0.000178046137172937,23,23
"6780","{like,wtf}",0.000603808639108221,78,78
"6781","{good,wtf}",0.000201269546369407,26,26
"6782","{people,wtf}",0.000247716364762347,32,32
"6783","{new,wtf}",0.000270939773958817,35,35
"6784","{buy,wtf}",0.000216751819167054,28,28
"6785","{amd,wtf}",0.000270939773958817,35,35
"6786","{time,wtf}",0.000170305000774114,22,22
"6787","{get,wtf}",0.000348351137947051,45,45
"6788","{know,wtf}",0.00020901068276823,27,27
"6789","{linus,wtf}",0.000526397275119988,68,68
"6790","{think,wtf}",0.000224492955565877,29,29
"6791","{video,wtf}",0.000387056819941167,50,50
"6792","{game,wtf}",0.000201269546369407,26,26
"6793","{nt,wtf}",0.00025545750116117,33,33
"6794","{go,wtf}",0.000247716364762347,32,32
"6795","{need,wtf}",0.000170305000774114,22,22
"6796","{intel,wtf}",0.000170305000774114,22,22
"6797","{thing,wtf}",0.000201269546369407,26,26
"6798","{nvidia,wtf}",0.000673478866697631,87,87
"6799","{wtf,year}",0.00025545750116117,33,33
"6800","{riley,wtf}",0.000193528409970584,25,25
"6801","{guy,wtf}",0.000239975228363524,31,31
"6802","{lol,wtf}",0.000278680910357641,36,36
"6803","{shit,wtf}",0.000170305000774114,22,22
"6804","{happen,wtf}",0.000193528409970584,25,25
