LABEL,text
0,Linus: Why not just get a cat they're no work at all. Me: [looks at our 3 furry little monsters] hysterical laughter 
0,Just got a pulseway ad with linus ahahaha
0, Girls Ugly Girls This folder is empty
1,So if RTX stands for RoyTeX does that mean GTX stands for GayTeX K sorry all homosexuals I didn't intend to be mean I have nothing against people who are gay or lesbian.
1,Would it be possible to add a mining accelerator chip to a mid range card making it way more profitable for miners to only buy one type of card but still be useful for gamers after they're done 
0,1010 Didn't 1030 came out years ago.
0,U used this chips special title twice
0,Why would I want to watch Carpool critics If I wanted to watch hack movie opinions I'd just look at metacritic user scores.
1,It's good to be an amd fan except old fans they're pretty hot.
0,I actually didn't skip any of it. That's a first. Usually whomever is doing the review Linus Jays2Cents GamerNexus etc. I usually end up at least skipping a bit of the video. Just means that the video is pretty plaitable
0, TWITTER FOR ANDROID 
0,Awwww Riley youre not so bad yourself blush 
0,whats wrong with your arm dude 
0,Plot twist: The Pixel 4 has a single rear camera but it's just a massive sensor
0,I'll quit Disney after I finish watching The Mandalorian. I want only one streaming service with everything no exclusives movie studios and so on should be paid by time via taxes or one subscription.
1,i don't get it I got my 3070 actually with eZ
0,Russians doesn't need a vaccine data because we already had it for like 30 years. What's a point to steal already expired data 
0,please give him oscar and dont forget to buy RGB its better than 4000 series
0, Der Bauer how you actually spell the words der8auer's name is based on means the builder in German. It could also mean the farmer . Bauer can either be translated with builder or farmer depending on the context. I'd recon it's builder in this case though.
0, but who regulates the regulators Riley: Dr. Manhatten 
0,This show got a host upgrade liking it 
0,How dare you judge how I consume my tech news.
0,We want more of her NOW 
1,so they had around 4 millions cards
0,0:55 foldables wont take off until Apple does it and they are kind of pointless anyway imo
0,the 2 most annoying people in tech fuck this is unwatchable 
0,Riley is officially on notice for not paying rent in my mind nor my dreams. PAY UP 
1,I think AMD has waaay too high expectations if they think they have 5000 customers.
0,Williamcli please change your avatar ToT
0,Woah woah watch out the Disney empire might make you. disappear 
0,17 days is three weekends
0,It is not that it is an SSD that is impressive it is that it is NVMe instead of SATA.
0,Funny how multiple countries are banning social media networks before and during a election. I wonder why 
0,i am interest in ff7 remake. mod it to reapply tifas original outfit
0,It is not pronounced CanbErra . it's Can bra ; Still funny . they don't have proper public transport but drone based food delivery.
0,they hates James because he spoke the truth 
0,Honestly thought u were gonna bring up different German trains
0, Can you really put a price on Last of us 2 Yes yes I can and the price . well let's just say that you'd have to pay me to play it.
0,pcie 5.0 be like. what happened to me 
0,Did you get a new mic 
0,This is good she nailed it perfect #MadisonTechTips
1,In before someone breaks in to that cryptominer's house and steals most of the graphics cards.
1,Intel press conference: AMD gives laptop manufacturers the option to maximize battery time. AMD: Eh thanks but why 
0,Linus shaved and his voice got deeper wow might have grown an inch or two as well
0,hehe why just not reverse enginere the CryptoMining funktion in the Linux noveau opensource drivers xDDD
0,wait does canada have bills bigger than 100 
0,Cable used to be ad free as well. That was the point of it iirc.
0,Big oof girl is back 
0,Reasons to live 1 halo on switch 2 doggo wouldn't understand
0,I wish my damn samsung a51 would update to android 11 like my friends but we will see.
0,stoked she is part of the ltteam she worked hard and the video is great. looking forward for more.
0,Make her a regular too few girls on this channel
0,Riley pronounces Saudi Arabia like a white man.
0,That Cyberpunk fix really worked Its so smooth now HOLY 
0,Who needs legs when you can run with ARM
1,Stop making useless phones and make gpus.
0,i clicked faster than the quickibits
1,I'm still waiting and expecting the cards to be hacked for crypto 2 minutes after release
0,Ai is racially biased lmao yeah she deserved to be fired
0,Lol linugs secs tips pulseway was announced before this video
1,But can AMD laptop support thunderbolt 3 Because thunderbolt is Intel tech right 
0,2nm Must be something other than silicon. Otherwise it would be too unstable due to the quantum tunneling effect.
0,I was actually going to browse some more while listening to Techlinked lol
0,You want to make apple badass finally Just make it a copy of the 20 android from 2007 and sell it as iphone oh wait. thats what theyre doing already
0,I'm glad I'm not the only one who remembers and references The Rent is too Damn High party.
0,watching with subtitles is funny :D
0,Hahah the end of the video
0,huh yeah how come you never cooled a pc with maple syrup yet 
0,Just waiting for my phone to have support for ray tracing
0,Lemme just take a moment here to say how incredibly cringy these reaction face thumbnails are.
1,while this is bullshit I agree and a failure to maintain capacitor spec this crash only happens at VERY HIGH clock speeds. way beyond base clock way beyond boost clock and way beyond the factory overclocked guaranteed clock you are paying for. NOWHERE does ANYONE guarantee pay for or say a 3080 or 3090 should be able to do anything close to 2000 MHZ you should be thrilled to be getting 1800 MHZ and it's totally stable at that insane clock speed Yes my 2080 Ti does 1950 Mhz with no issues however that's only because I did absolutely everything right and pushed everything to the limit Except voltage.
0,Youtube already had PLENTY of CYOA content but killed it when they killed annotations.
1,Intel if you absolutely need Thunderbolt. NVIDIA if you need CUDA. USB 4 and HIP should address these to some degree in the future
0,Good morning Riley have an F 
0,is it PRO Cessor or PRAcessor 
0,but i like my girls with fur on there cat
0,It looks the best but overall it's not so best wait what did I just say never mind it's okay
1,I cant wait for these cards to be sold out 
0,Its COOUUPPPOOONNN girl hot stuff haha great stuff Madison with 1 D 
0,if you keep pressing the back button from the beginning of the video you can get a very great expression ; 
1,Just got a capital one card this year. Feels Bad D:
0,i ordered a pebble time yesterday.
0,Intel has to cut their losses 
0,Is anybody else bothered by how small Linus' hands are in this video 
0,As if we dont have enough reasons not to buy Huawei.
0,I can't even trust Google to do the right thing at anytime just like Facebook. Privacy is not their concern getting caught is their concern. I do not have home devices and this only reinforces not getting one.
0,This channels Canadian our election is nunya binis.
1,Still rocking them gtx 580s in sli :D
0,Having all my games is steam is a convenience I love humble bundle but those anti trust suits can s my d leave my steam alone.
0,loved this video x'D heck I LOVE ALL THE VIDEOS
0,i see Madison i click
0,7:00 Anti Climatic zoom out.
1,I don't see much future for the nvidia 3000 series in laptops having a 3070 using more watts than the 2080ti
0,I like this format. Keep it up 
0,Intel: whoa look it's SAM. I like SAM. your my sam now
1,8k graphics yea righ ahahahahahahha
0,It was only installed actually in one of the pigs. There are two pigs one of which never had a neural link the other of which had a neural link but was uninstalled three months before the presentation. Also the main focus of the neural link presentation was to help recruit people in robotics to help design the mechanisms to install neural link. It was a recruiting video Elon said it in the first 5 minutes.
0,You only get one body take care of it my dude.
1,So Shadow of the Tomb Raider and Justice don't support RTX ray tracing 
0,Can you actually see through clothes on one plus pro 
0,coronavirus is literally a fake virus. Its the flu no unaltered pure strains have been detected and the CDC is the process of being sued by 7 universities over their inability to provide any test samples.
0, NO DOOM ETERNAL TALK RIP & TEAR 
0,Do new LTT employees have to go through an intensive 3 week training course on exaggerated facial expressions before they can appear in videos 
0,The beauty of being an AMC investor. Giving you a free popcorn so that the 70 bucks it would have cost you to buy the popcorn in the theater can now buy you another share Yay Oh yeah Apparently it's pronounced Tie now not T I . Get it right techlinked. We depend on you for our tech news ya know.
1,I just realized what if amd focused on just the nano meter process then after their next released just go balls to the wall and showed a bunch of interesting deep learning shit. Just enough to for nividia to accidentally release a log the size of a forklift. Idk but it does happen Im going drop out of school.
0,Im a simple man I see Anthony I click.
0,Transparent OLEDs are cool and all but whyy
0,TechLinked: This video is sponsored by ra Me: Aight imma head out
1,Takes me forever to get a 1080Ti I pay over 100 over MSRP then it's obsolete. God damn you cryptocurrency.
0,Anthony's way of speaking somehow is really well suited for this kinda shows. I'm sub because of him.
0,Why do conslow makers even mention teraflops when that means NOTHING because the only point of a conslow is simply gaming which ISNT measured in teraflops.
0,I highly recommend brave I have been using it for 3 months now and its awesome. The browser loads fast and has no ads period.
0,this guy cracks me up : 
0,America is weird country people complaining about privacy in phones and then flex their tesla lmao
0,I think leaks keep people excited about the product. It is like free advertising .
0,Haha You thought I wouldn't leave a comment BUT I DID 
0,I am expecting a showcase from Linus of that filled with super computer building like he did with the Canadian datacenter
0,Who's this new writer you're talking about Did Madison move to London and sneak back into Surrey right before the lockdown 
0, Sees apple on thumbnail No we dont love that
0,4:12 Well they can't just call it Player Unknown NS imagine all the PUNS.
0,man u have the cringiest cringe intros in all youtube
0,Vessi keeps your feet dryer than a woman's cooch after seeing linus
0,Sound off the screen sounds like a real bad idea. Could cause structural faults that and its not heathy to keep your phone that close to your head wile its in use . Its even stated in the manual to keep it like a few mills away
0,What;s the room temperature over there James 
0,riley really slayed it this episode
1,LOL Intel's ENTIRE product line is basically OBSOLETE at this point. Said by Pig that can barely walk and uses AMD xD TBH. Comparing AMD to INTEL or Nvidia is comparing a Chinese OEM Car BRANDS AMD against Lambos koenigsegg rollsroyce etc. Intel Nvidia 
0,Don't you EVER fucking pitty Intel. Not even once 
0,Well done Dennis you were great : how can there be 1k dislikes : 
0,Thumbnail is my laptop CPU. :o
0,Hearing Linus constantly scream intelligibly in the background makes this video hilarious.
0,No lie I had to check the channel name twice to make sure Riley wasn't serious when he said TechLinked would become Rekt Linked.
0,0 views 0 likes 0 dislikes but there are comments
0,Gave you forgot to mention Google Home firmware that brakes Streaming ability 
0,Thank goodness it's not Madisen is the only thing I could think of when I saw the thumb nail.
0,background music out of place for sure.
0,Jokes on google.I'm alone so theres no conversation to record
0,Nope Im still happy with my new 1060 build.
1,not a chance 3060 ti mining performance is too good will be brought out by miners consumers are fucked
0,congrats Techlinked and Madison for 1 million views
0,Best comedy show in the planet.
0,Great job hosting loved it
0,Richboy in his mansion must be in liquidation and broke AF The Oculus quest 2 is 299. or 399 with 256gb storage.
0,iFixit is one of those sponsors I like to see because they genuinely make good stuff. I bought one of those Mahi kits years ago and it's seen me through many a computer upgrade.
0,3:25 shower with built in camera way better
0,You know what ARM means. were getting Mac OS 11 next year mark my words.
0,More mature ray tracing cores They are as fast as the first gen.
0,NO 5G until 90% of all areas can get 2.5G and 95% of all western and modern countries can get 3G or something like that as speeds are dogshit in many western countries
0,old man Linus making Titanic jokes : 
0,we want linus for techlinked
0,Do iphone nerds exist Most tech people with an IQ above 10 are on android.
0,Taran sets off my gaydar
0,Are you a charity How's Floatplane going LUL 
0,Anyhony is on the channel wayy too much linus where are you 
0,How did we end up on a scenario where everyone needs to be screened for crimes regardless there is a reason for a investigation by the authorities Everyone is guilty unless proven otherwise Kafka would love it
0,5:59 I knew Linus was a short dude but he needs a box to yell his quick bits from like Jimmy on the street corner 
0,Alex is great but I really liked Friday man cant be arsed looking for his name right now . Darkly dangerous and really quite slick. Come back Friday man youre under appreciated.
0,Time for a 16 8k editors 1 cpu lol
0,PLEASE GET ME THAT ZOOM LENS 
1,THA TESLA IS 39000 THA START MODELA . IT IS cheap end ok . and tha AMD RAYZEN Thredriper 64 CORE 128 TH .IT SI REAL GOOOD SHIIIT 3000 EPIC STUF . GIGA COOLSVILE .
0,Is this the same young lady from the Most Painful PC Build video 
1,i would like to read Nvidia is making GPUs again 
1,How these companys seem to have the supply to make cards solely focused on mining yet dont have the supply to make regular cards for non miners.
0,That's seriously fucked up what they're doing to Uber and Lyft drivers not cool to put someones job on the line because you don't wanna spend 15
0,Imagine programming your phone to call your bae when you do an ahegao face lmao. I need help.
0,4:03 This gave me my first autonomous sensory meridian response. Delightful.
1,Hapi just to get our gpus back new ones dont matter right now
0,Hey I LIKE playing with a controller ok It's much more driving Kitt from Knight Rider and less fondling the behind of a rodent. 
0,Srsly Raid shadow legends Since when does linus not standa to his morals anymore that he only promotes products he would use himself and dont annoy him 
1,FINALLY A CARD WORSE THAN MY GT 1030 YES 
0,You can jailbreak an iphone with android and now run android
0,Always some Looser free Interesting Non garbage Ultra fun Slick tech news. I dont think even L I N U S is smart enough to figure this one out.
1,Whatever happened to cool looking graphics cards I want my shit looking like a cyborg not an electric vehicle from the 90's 
0,5:46 Ah I was wondering why you were showing so many articles from UK news sources etc that explains it. Hello fellow UK person 
0,Funny when my love for tech news and military news intersect and for the record 22bi. it's only call me latter money for the US army.
0,I disagree a simulation would have rules that make sense.
0,where's keys need more central pahk
0,Degenerative eyebrows btw.but you're a nice person
0,Now this is the quality tech news I've been looking for
0,Linus buddy you have clearly never seen the wikia page listing force powers. I'm pretty sure there are a few powers on record that can create black holes. There is a technique for manipulating matter at the cellular level which I think is called the Art of the Small. Do you have any idea what the Sith got up to with their alchemy The force has been ridiculous for a long time now. But I agree that a movie where the viewer can't bring themselves to believe that something could go wrong might be a bit dull. I should probably note that I haven't seen the movie in question.
0,The mom did A LOT more than tweet lol
1,intake and an exhaust. pulls air through the card and not just on the card
0,Is it just me or is the focus a little soft 
0,Petition for brian the electrician to host the next tech linked
0,insta like for the inglorious basterds quote
0,bro i came all the way to this video from yelp panini reviews and you dont even have any 2020 CANT GET WORSE 
0,Way to go AMD they have done great of late on the cpus.
0,Waiting to upgrade my Ryzen 1800X to 3700X. still deciding if I'll switch to the new 570 mobos too. maybe if it has enuf incentives. I will.
0,I want an audio book with everyone's voice from Tech Linked. Riley Brandon Anthony Yvonne even Linus lol.
0,im not a fan of the touch pad. thats whyi just got two xbox one controllers for on steam
0, 135 for those vessi shoes no thanks.
0,Oh come on Vive. you had ONE job. Replace the Quest and suddenly you are waaaay up in market share.
0,I am the only one that think he has the voice of Rick in Rick&Morty 
0,I like her. She's nerdy smart and not just there to look good
0,Good job team red Keep that market competetive
0,Duckduckgo is still the bestest search machine :D
0,But in america they dont need permission to search your car. They tell you to get out and you do.
0,Riley : Dr manhattan Taran : is not a real person Riley : Oh Shoot 
0,Anthony you are the bomb 
0,this video is clickbait lol they talked about Xbox for like 5 seconds
0,such a shame the chinese couldn't put all that computing power into trying to find a vaccine for the REST OF THE WORLD
0,Anyone else feel like they were superimposing Ted unto Riley in that intro 
0,Welp you've done it. Riley you've finally convinced me we should all quit technology 
0,I thought LTT was against shitty gaming practices. Guess not XD
0,5:11 do you mean their peel 
0,hmm m ive seen this thumbnail.
0,Forgive me for saying this butt I don't think wirless charging is that important so I think the pixel 5a will do great
0,I can effectively see why Apple doesnt wanna tell you which apps have malware because most of them are from Chinese communist party owned app and they want you to download them
0,20 teslas Man you could levitate so many frogs with that.
0,always on will just burn your display
0,It is sad in a way but also there's NO WAY that performance improvement over Zen or Zen2 would warrant an update after what two years Power savings make bit more plausible yet still lousy case.
1,How can all these kids afford RTX cards I could barely buy a DS game when I was a minor
1,All these NVIDIA cards and you can't actually buy one. What a joke.
0,Fraunhofer HHI is not really a company but a research institute
0,Middle out compression God I miss Silicon Valley
0,Intel fanboy what's your excuse for the high price 15 fps more yes 
0,Hello a tech news I'm dad
1,But I just got a new RTX 2080TI.
0,View 10 888 call me lucky ;p
0, screaming outside ANTHONY HERO 
1,3060Ti stock is equivalent to 3070 3080 3090. Alright this time we got THREE TIMES 0 01 second
0,has anyone released more hype vaporware at ces than razer its always high concept stuff that never comes out
0,Ban crypto It only serves as a money launderer in ransomware
0,She's so good with the camera. Make her appear more
0,Plz dont let het host anymore video's her voice is sow high pitch and annoying i cant stand it
0,That IT SUCKS from Riley was on point.
0,Lol. That rectangular state is Oregon and Real Estate isn't cheap. Try Texas maybe
1,It would be more interesting to see apples relationship with arm now Nvidia owns them as they use there own silicon Oracle is as evil as Facebook as they are the database company I do not know what is worse China or oracle
0,Can we please have 10x more videos of Madison learning stuff from Linus I look forward to seeing the mental undoing of his empire.
0,I think Mr Pie is faulty.
1,I'm baffled about this intel GPU who's it aiming for and what's it's for. Because you could just buy a cheap AMD or Nvidia GPU say from a few gens below the current one and can play at 1080p at medium high settings depending on the game and res
0,Amazon does a lot for their workers. Unrealistic goals dont get met dont complain as if you are genuinely expected to surpass the impossible lmfao. Man up and do your best and strive with the company. Or cry and be the large percentage of quitters who are replaced over and over again until someone with drive and passion gets the chance. Smfh broke people are so pathetic.
0, wo manscape does it come in pink for the girlfriend 
0,I swear Fb had dark mode early last year
0,whenever I'm on pc I use brave and whenever I'm on phone I use YouTube Vanced. hahahahahahahahaha
0,Can the rx 5700 really do 4k 
0,So most App Store apps pay half the rate of google play
0,I hope zen 3 beats intel entirely in gaming with these new chips
0,If this is your first time Yvonne well done.
0,It kinda shows how much knowledge of tech isn't super necessary to do this show #FAKELINUS.
0,People in California were tricked by ubers 200milion dollad ad campaign. They were feed a constant line of lies.
0,How about Amazon Dildo This way I could have Amazon up my ass all day long 
0,I am the latest you can be.
0,Just for me ohh Riley you shouldn't have such a great guy doing the tech news just for me what a legend 
0,Ryzen 4000 is sick. So is Linus's voice in a different way.
0,Home Depot is now getting into the Virtual Reality business as it aims to turn your whole house into a virtual world. They are now offering in wall pcs and 4K screens that cover your walls ceiling and floor with invisi carpet available .
0,she is so good love to see more of her
0,Zee I thought you were Canadian ; 
0,i click on the notification and get disappointed when theres no comments lmao
0,i dont even have a phone
0,I love Riley.but give me some more Anthony 
0,Tbh administrating Chromebooks is legit 99x easier than Microsoft windows and Mac OS. For management especially for stolen devices as when it gets connected to the internet it auto enrols and they can't use it for anything other than work. Also you can put on restrictions that work at both home and at school work. And the whole misconception that most other tech's have about them only having gsuite and nothing more you can install any playstore app on it and any chrome webstore app. As for preps that can't login they can setup a 4 digit pin to login and bam just as easy as an iPad and kids that are Infront of others aren't limited by shitty iPads and can learn to type faster.
0,Don't say ok Google again. Or unsub.
0,Vivid Vision is Vision therapy VR game that requires prescription as well. It's says FDA registered but I don't exactly know how that differs from this that this new game can be claimed as being the first game to be prescribed to treat a medical condition.
0,Is Linus Trolling with that hair 
0,What happened to TechTalk : 
1,AMD can only surf the More cores better wave for so long.
0,Sooooooo we all know who will be taking over for Linus when he retires
1,Imagine 20 gb of vram. that would be cool
0,Wait there are Anthem fans 
0,That opaque feature can act as ND filters for phones
0,linus please don't soy face on youtube. Please.
0,And yet there's an ad before the video
0,I now want an LTT store panini
1,so amd just builds in ReShade 
0,I just ordered a 3900x Dammit
0,we love them all the same :p
0,Intel can't even make a decent CPU ya'll think they're going to make a good GPU Get real.
0,Mate your London accent is absolute shite
0,Get Yvonne to come back 
0,I see she's already leaking into TechLinked. soon. soon.
0,I'm just loving tech news was refreshing for awhile 
0,Oh wow only literally everyone saw that coming.
1,I was a Intel fan until I found that they support and find black lives matter terrorist group. Done with Intel. Hello AMD.
0,I went to the sponsor vessi footwear they dont make shoes my size. At least I tried
0,you should thank nvdia also if one game can cause this defective product just got exposed the way I see it
0,Did you guys know that Fedor in Portuguese means smely 
1,lUCKY MINING IS ILLEGAL IN Nepal and still we arent getting cards coz of these miners scalpers hahaa
0,teach her some tech and she wil be the new Linus.
0,Fry's was going out of business long before 2020. Back is 2017 or maybe earlier their shelves were poorly stocked and they weren't even running the A C in the middle of the summer.
0,Seeing Anthony gave me motivation to quickly click on the video
0,Will scalpers scalp these as well 
0,1:34 that fist pump was smooth
0,We all know Raid Shadow Legends pays a LOT twitch: 2000 regular viewers 10k hour of gameplay 20 per download through affiliate link but please dont do it LTT Its not worth it 
0,Wtf 116 comments in 9 minutes 
0,Nah the Telsa just executed darwinism.exe
0,How does this guy have a job I've literally never seen a more cringe channel host on youtube. Spoiler Alert the Chicago Amazon store is already out of product due to theft within 24 hours of opening.
0,First time I'm down voting a Linus Group video because for whatever reason they took Raid Shadow Legends as their sponsor.
0,It will hit a better 8k rez than Sonys that def a fact.
1,What a disgusting naming scheme. Should be GTX 1180.
0,2 grand The 32 core is 2 grand. It will likely be 5 grand.
0,0:10 hah 40 million dollars I would buy it at 50 The sum is 40 billion
0,i really prefer the old tech news format
0,Used to work at Fry's. I'm not surprised they went out of business but it's too bad. It's legitimately hard to get components here if you Don't want to order them online.
0,'About the size of a 12 ruler'.So about 12 
0,WHERE IS KEYES Make TechLinked Great Again 
0,I'll buy that for a dollar 
0,Who else heard the Samsung ringtone in the background at 2:37
0,what happened to this channel You should know clickbait makes a lot of people unsub.
0,0:37 a summary of LMG viewers
0,If we all sign in an class act law suit against apple the courts have no other option but to adjudicate apple's app store as a felony and pay due retribution to its users. But see if I care i don't buy overpriced under performing security lacking smart phones.
0,No no no no no. You are not Discount Riley. You are Fake Karl Urban .
1,When wil this idiots at nvidia hq wil learn that if miners wana mine theres nothing they can do to the gpus
0, how can we sell these lame posters for 180 bucks Oh I know we'll put them on 2 dollars worth of metal. 
0,900 AUD that is 600 USD. What is this bananas 
0,i litterally just bought a 3900x sigh.french toast 
0,Welp this might the path of PC gamings demise and mobiles control over the new generation.
0,if only Linus ha dropped an explosive note 7 at the end of the video
0,The most important meal of the day serving it up Gary's way BLEH
1,watch closely AMD and please learn from NVIDIA's mistake
0,All Samsung products are Galaxy Butts. x 
0,steam decks are really decked out i guess.
0,Bmore made the tech news 
0,The pixel 4 also had ip68
0,Yes now i can skip the sponsored message with ease
0,How did he say Mazda
0,Ok the begining was depressing: 
0,I too am still thinking about the orange thing
0,Google is pissin me of
0,0:09 Most impressive impression of a klaxon blaring
0,Where can I buy that shirt
0,Seizing the Oneplus buds has me absolutely dead
0,0:32 when nerds insult each other 
0,MORE MADISON MORE MADISON MORE MADISON She's just what LTT needs to keep things fresh. Thumbs UP 
0,So looking forward to ps5 imma buy it instantly
0,Can we get an ltt video from her Like a legit server or something not something that is not useful
1,12% faster nope a pricier gtx 1080 nope
0,Really nice of Boston Dynamics to be developing the agility programming and tech for the terminators.
0,In Russia program deletes you.
0,Forget to wipe your mouth after eating tomato soup there bud 
0,When Maddison have better view numbers than that bearded boomer :D
0,LAAAAAAAAZZZZZZZZER JAMES IS MY FAVOURITE
0,Linus can safely retire now. She's got CEO vibes.
0,geforce ppl have a screw loose in the head.paying these insane prices
0,Ah I see Linus shaved
0,Has something changed in the production of this video It seems the quality and bit rate are lower for some reason but I can't figure if it's a problem in my end or the video itself.
0,Some motherboards have more than enough ROM space but not all. This is to cover their asses should something go awry is what I gathered from the announcement after watching Hardware Unboxed video.
0,I've had a scansnap at my current and my previous job and its fantastic.
0,Got a samsung ad play before the video lol
0,so like when is she getting a raise 
0,translation of 0:43 VU discovers megaleak in intel chips 
0,With that face and that music. I think Riley went past hipster and outright into time traveler territory.
0,Oh fuck. this show is the best thing LMG has ever done
1,Typical LTT. Paid to hate Intel and Nvidia and push AMD.
0,Please don't over work Anthony. Give the dood a break he is falling asleep in every video
1,100MH thats kinda trash ngl i mean its double what my gpu does but mine only cost 100 aud or like 70usd
0,Its happening. Madison hosting finally.
0,Guys can't we replace James for Madison at least at Techlink 
0,More Anthony. Give that man a pay rise
0,Gay porn star lionel fancy
0,Should have kept the mask on the whole video
1,only thing i like about this card coming out is driving the price down on the other cards
0,Seems that you're super determined to get demonetized by putting the f word in the first 10secs hahaha love it
0,Could intel still have a chance really the largest semiconductor manufacturer in the world i think they will be fine.
0,So glad Riley is at LMG.
0,5:45 that's how half The population feel already with deplatforming being a thing
0,Legally how can Blizzard Activision etc prevent you from playing games via Geforce Now If it only facilitates letting you play games you already have then this is a legal problem for them. When you buy a game despite the false advertising you are actually purchasing a license. That license gives you the right to play the game. It does NOT restrict the means in which you play the game. If they were selling you a copy of the game like how movie publishers sell you a copy of a movie or similar it would be different but since they insist on only selling you a license to play the game which they do because it deprives you of all ownership rights and doesn't obligate them to provide you with anything whatsoever I do not see how they can legally take games off Geforce Now. Creating an app like they released in China wouldn't be too difficult. It would just record your movements then when someone at a hospital gets diagnosed with the virus it could track that persons location backwards in time and notify other people that had been very nearby them in the past few days. They could just push a path representing that persons movements to each persons phone and their phone checks to see if their own history path intersects with the infected persons. When you're willing to be aggressively spied upon there can actually be beneficial uses to all that data. The downsides just vastly outweigh those few benefits.
0,Get the fuck off the screen Chinaman
0,Halo 6 will be playable on PC Hallelujah 
0,Was thinking of switching back to an iPhone. This just made that decision moot. Now matter how noble the cause one must take a stand against Orwellian intrusion into our lives whether from government company or individual.
0,0:03 love the intro xD
0,Yay 25 mins ago still pretty good
0,0:56 not in a first world country how far goes your history again xDDDD European here just joking :P 
1,AMD: sneezes Tech Youtubers: RIP TEAM BLUE GREEN 1
0,4:44 Karoly u on this 
0,Underperforms overheats overpriced understocked poor driver support no ray tracing no HDMI 2.1 no thanks fam.
0,Posts this after the driver update fixed it
1,mediatek nvidia vs. samsung amd
0,Its good you told x for Xbox I was thinking something else. Clean you mind .
0,They should build a channel for her.
0,I like the news and the Anthony not so much the random punch ins and unnecessary drama. Has Riley ever written a script that didn't involve him for no good reason 
0,wow brandon really stepped up on the lighting setup
0,More james and riley plz
0,4:23 finally a apocalypse with Minecraft zombie pigmans
0,The sony a7s iii shouldn't havr been a quick bit i think
0,Wow fb now wants to monitor our health apart from our privacy. Great 
0,Intel motherboards are really cheap in comparison ^^
0,If Cortana and Alexa had a fight who would win 
1,so nice of AMD to release another GPU that nobody can buy.
0,omg that mustache. Just no
1,Where are Intel's GPUs In the dumpster waiting for the fire.
0,Amazing I learned some things and I very much enjoyed looking at this video And I'm a firefighter. Just saying ; 
0,Screw your moose And all your meese 
0, We can all buy macs xD
0,EuroPop is the shit 
0,Sometimes sounds like he is reading to much : but it's cool
0,New Zealand isn't new anymore. It was founded in like 1840 or something I can't remember.
0,It's tonight The roast is tonight 
0,Low energy news anchor presentation is surprisingly chaotic and powerful
1,I dont get why this is being dissed. I struggled for ages trying to find the cheapest possible card with a display port 1.4 output for my media PC and eventually found a RX 550 2 Gb for 53. I would have rather had an Nvidia one as I use a G Sync monitor but the GT 1030 was 70 without Display Port output. Assuming that this GT 1010 also includes a Display Port 1.4 output it has a market for non gaming PCs. Still rocking a Pentium G4560 with 8 Gb ram and a 2Gb RX 550 for my backup PC and surprisingly it even runs Baldurs Gate 3 on medium settings 720p at 30 FPS.
0,Why are users angry that they can't use a brand spanking new CPU not even released not be able to be used in their motherboards. On the AM4 socket there are so many generations of AMD CPUs that still can work for them. They have created this socket many years ago and there are some limitations that might affect you from using some of the higher end CPUs. Intel's sockets only last 2 years usually . AMD also offered better value. For the people complaining fk off 
0,Conspiracy theory: Valve manufactured COVID 19 to give everyone time to play Half Life: Alyx. Think about it. The most requested and waited for game in video game history conveniently releases in the middle of a world wide quarantine.
0,Oh trust me you can put a price on the last of 2 and thats 0. Wont play it if were for free.
0,I loved the intro bit More voice crack 
0, G O O D G R A V Y He's back 
0,Is that a tool shirt I spy 
0,Wtf whyd I get a notification for a 4 day old video 
0,The microphones that big corporations put in our homes were recording our conversations SHOCKING 
1,Lol will have to wait for redesigned cards.
0,Riley is so fucking wholesome I cant hate his cringe. Never change.
0,Ehhhh I got more hope in XCloud than I ever had in Stadia because Microsoft has an established background in gaming and cloud server design. May take a little while tho
0,Whoa you got me at the beginning I was really gonna do that now Im staying for every video
0,9 cameras why not just give us one camera thats actually good
0,Google should have paid Apple for some better wheels.
0,my homies use youtube premium
0,Riley Linus A block of wood James
0,I'm waiting for the people freaking out about Epic store being not secure to find a way to explain away this steam exploit.
1,Wait i don't get It it's the same guy that works for AMD and NViDiA with the leather jacket 
0, The memelord may be gone but the meme lives on Riley. I think I need that on a t shirt lol
1,I can't believe nvidia missed the chance to release a 2020 Ti or super this year could have just been a 1650 super or 1660 super with 8gb memory and or pcie 4.0 and people would eat it up
0,Less of everyone and more of Anthony please
0,There is actually a lightsaber dueling game in VR It's just not great
0,0:09 i almost blurt my coffee
0,That kind of bad hair where some strains are pointing straight upwards is called 'betzegickel' where I live in south west Germany and means literally 'angry chicken'.
0, Question is will you chose to participate The camera guy How there are no games 
0,HP paid 5 million too much.
0,Do you realize that Yvonne is the best host you have And not bc she is a woman her voice is calming and good to listen too also she is good to understand for non native English speakers like myself.
0,Damm I love seeing Anthony in front of the camera.
0,This channel was attacked by the zoomer gang
0, come on fack on Friday 
1,AMD ryzes from the dead
0,Anthony can sign my toenails lol
0,So is Memory Express pretty much just the Best Buy of Canada 
0,The soothing voice of Anthony is what I needed to fall asleep more intelligent than I was 6:21 ago.ahhhhhhhhhhhh
0,Raid: Shadow Legends stop trying to shove it down my throat.
0,So is faulty memory chips 
0,2:30 always trashing on google chrome using too much ram . Me: opens up task manager to see how much ram is my google chrome using watching this video 40 tabs 4 folders 6 extensions 200 bookmarks for a whooping 800mb of ram usage. This is old news guys get your shit together already.
0,Bamboo sheets will change your life 
