LABEL,text
0,To be fair edge is better than chrome is every possible way. Basically it's chrome but better.  And android forces us to use Chrome as default. So no reason why Ms should not do with edge
0,02:56 Richard Hendricks??????
0,Jake my guy clean your laundry
0,Sennhieser hurr durr six hungeos is the sponser
0,i got a basement full of popsicles............
0,putting programs to sleep sounds like something that will cause mega ultra bugs
1,Id pick up a 2060 if I could find one for a good price
0,Is Drop a company Linus Started?
0,The only thing grosser than Jake's mustache is his dirty shirt.
1,You're wrong. Many content creators would love these. I for one need VRAM way more than the fastest GPU as the OpenCL stuff I do rarely uses the GPU more than at 25-30% but errors out if I run out of VRAM...
0,Damn my guy you getting thick lol
1,What's the point of giving it more vram. Your fps will be dog shit before you fill up the vram
0,"Or.. I wont use windows. oh shit im typing this on windows, quick swap to the linux vm"
0,"Old edge is the best Brower in the world. Chromium one is not great, tho heaps better than nasty ass ugly chrome."
0,That's definitely Riley
0,he said life is pain  and the video was painfully loading the circle of pain circling
0,"No offence, but would it be possible to wear a clean shirt next time before you start shooting ?"
1,12gb good for mining crypto
0,"The new Intel stock coolers look like an exercise to use even less material (metal). Also, U sure they also come to Core i9? The website you showed mentioned all of the coolers being rated for no more than 65W."
0,Every time I hear windows 11 news I sit here in disbelief as Microsoft said 10 would be the front end for future Windows
0,WAIT!!! Is that a finnegan's garage shirt?
1,For those doing gpu rendering 12gb of vram is no joke.
0,I benchmarked Windows 11 and 7 on the same laptop and 11 was consistently slower by a few percent. Benchmarks were Cinebench R20 and Uniengine Heaven.
0,Is he dancing while talking?!
0,Firefox rules
1,MSI scalping their own cards so nvidia releases more 20 series cards... Problem solved.
0,"Hello, peter."
1,RtX 2060 ??? Are they for real ?
0,"I come, to these videos for Tech news. Not to be attacked in the intro....."
0,I love Edge.
0,jakey boy - hit the gym
1,"1:49 I see Intel is really trying their best to compete with AMD, but I do hope the former still offers some of their CPUs without stock coolers for those who may, say, want to install one of those fancy Noctua coolers that blows directly towards the back instead of blowing from the side down onto the board. As much as I've been trying to live with an Intel stock cooler, I still kinda want one of those fancy Noctua NH-D9L coolers! (NH-D15 won't fit my configuration)"
1,"But wait, will 2060 have enough power to even utilise 12GB? Or is that only to make it look better?"
0,Hate this guy
0,who's the fat guy? bring back uncle riley!
0,Jake you made my day
0,Jake with the Finnegan Speed and Marine shirt.  Nice.
0,"I have a 2080ti to sell, what should I take for a overclocked AIO water cooled one?"
0,That 1Tb iPhone will be soooo cheap...
0,I don't get the Edge hate. It's just chrome with IE colourscheme now
0,this episode was ballin haha
0,"""RTS"""
1,6gb but using hardware compression to show 12Gb?
0,"Jake, you did a great job this week! Keep them coming!"
0,"IT""S THE SCALPERS>>>"
1,"a friend should have bought a 2060 just before 30 series launch, was only 300 euro . but this would also be a nice upgrade at decent price."
0,Now that we will be scanning all your photos here is a terabyte of storage.
0,"But... Edge is good, in fact... Quite better than Chrome..."
0,im so lucky to have gotten a 2070s for 450
0,The way he sorta dances as he speaks. XD
0,"wow, 1TB of storage on an iPhone! Now we can store twice the amount of pictures to make Apple two times happier when they steal them all"
0,Has Jake eaten Linus. C'mon dude trim up.
1,"12GB?  Me crying with HD7800 2GB: Bought Hero9 Black, cannot watch recorded 4K/5K videos with default bitrate :D :D :D."
0,I see a fsm shirt i think of hemi bat
0,"Jake, wash your clothes properly, please."
0,i fucking love this guy
1,Wow. Now my rtx 2060 is useless. Nice one Nvidia
0,Firefox did it again! Why not *after* the Win11 release?
0,Look at the state of that shirt man. Its filthy!
0,I use Edge... *by choice...* *_ON A MAC_*
0,"Lemme guess, bus width 128?"
0,FSM shirt. excellent
0,"Yay... the iPhone, Triskadekaphobia edition"
0,"I don't like being forced to use Edge, but on the other hand I ditched Chrome and use Edge anyway since it's better now so I guess okay?"
0,Can we have Madison back for techlinked once in a while?
0,except for the pixel phones they cut support for early
0,Wohw its Anthony's dietary prodigy.
1,Well not having a nuclear power plant to run my 30 series or higher GPU I would love the RTS 2060 .. I don't want to have to replace my 700 watt PSU In my month old machine all effin ready
0,The tesla joke made me laugh too much
0,I Never comment but this host is cracked. Good stuff.
0,"Re-release them all!! Flood the effing market! Hell, I would be happy if I could a buy a good old 1070 for some $250 at this point..."
0,Life is Pain                    -Square Enix 2023
0,Should proably wear a shirt that's not got the remains of your breakfast and cat hair on it when on camera..... 
1,*Laughs in 2060 Super*
1,who the fuck need a RTX 2060 with 12GB Ram? This card will have the same amount of Ram like the RTX 3080Ti.
0,Actually a lot of us do want this.
0,Madison has put on a little weight.
0,@3:46 _You should _*_not_*_ sound relieved..._ 
0,Jake's a sexy dude :3
0,Miners rejoice
0,"20 teslas?! Man, you could levitate so many frogs with that."
0,It's not the size of the chip.. it's the rotundness of the rhombus!
1,"giv me a  stick of ram for my old 2060 i need to upgrade, oh wait i can't"
0,"Android 12 releases meanwhile me on a oneplus 6t ""You guys are getting updates ?"""
0,"Why i hear a Minecraft villager in the ""sure"""
0,MARVEL REFERENCE
0,I think this was James writing for Riley.
0,"The removable of the headphone jack makes no sense. Wireless drains battery and your phone is already 'wireless', being not plugged into something stationary. Wireless makes more sense for home use as you can get up and walk about while still hearing what was playing on your computer and you have ready access to charging."
1,"i may be an idiot, but could someone please explain to me how Nvidia rereleasing the 2060 will combat the GPU shortage? I'd imagine they'd still have the same amount of resources to put towards building GPUs and I'd imagine a 2060 takes pretty much as long to make as any other GPU to make, so wouldn't their GPU output be the same?"
0,Why does it look like Jake is dancing to his own inner beat during this video... or did he REALLY need a bathroom break?
1,Re release becauee battlefield 2042 is 2060 recommended
0,I actually am using it and I like it.
0,"I can indeed vouch for the PC38X, pair it with something like a Sennheiser GSX 1000 for the best results though.  That amp adds some awesome 7.1 surround emulation for gaming."
0,"since 1950 ""fusion"" was 20 years away..."
0,"firefox since '99, livin' OFF the edge"
0,That was one of the funnies Tech news I saw this year! Keep it on Jake!
0,"edgy jokes are cool up to 2 seconds, afterwards they become cringe"
0,all we need is DropCoin by LTT
0,Did you just get Thiccer and grown a Mustache???
0,Woo another Mike Finnegan fan!
0,Dirty shirt ;-)
1,"The RTX 2060 is a really good card, I like LTT but get off that ivory 3080/3090 tower, if this card is around 400 during the chip shortage it'll be a 200% win (the 6 Gb 2060 MSRP was at 360). It probably won't though, it'll be overpriced out of the gate because of the shortage but it's still a win to have anything on the shelves. It's really nice they are bringing a 300 card back with more VRAM (for higher resolution gaming, etc.) given the shortage, I just hope it lasts on shelves a bit and doesn't get scalped (we can always hope retailers vet the sales better)."
0,"Couldn't find a clean tshirt? Standards lads, standards."
1,"Won't 12 GB of GDDR6 cause a bottleneck on a 2060? The 3090 has already had issues with 24 GB of much faster GGDR6X VRAM, with all the upgraded tech it uses."
1,How hard does NVIDIA want to screw us 20xx owners??
1,"Just make more rtx 3060 not rtx 2060, the rtx 3060 is much more powerful"
0,Dude. Headphone jacks are not coming back. Make like Elsa and let it go. Let it go already.
0,we need more jake content on every ltt channel
0,edge is actually good and less ram hungry than chrome
0,As soon as saw the stach thought that we are in 80's.
1,"Uuuuh, yes, we actually DO want an RTX 2060 re-release, what the fuck you on buddy? Or do you mean the 12GB VRam part? Because THAT is GENUINELY stupid. It will just make the card more expensive for no reason. You will never be able to use so much VRam on a comparatively weak card. 6 or 8 GB of VRam would've been fine."
0,It's a pain how dirty is your shirt.
0,Get a shave you scruffy twta.
1,"If the VRAM is one of the most expensive thing in a graphics card, and they re-release a cheaper GPU with more VRAM, it won't be that cheap anymore. Anyway, do we NEED 12GB on 2060?"
1,"1700 and DDR5, mixed feelings, good direction but mixed, AMD may win tho if ddr5 hits them soon. They'll likely do AM5 with DDR5 which would make naming sense, but when do they ever make sense with numbers?"
0,"Edge is good now, at least. I like its immersive reader and PDF annotating."
1,The pain of existence combined with gpu shortage damn xD
1,Why tf would nvidia produce 2060 with 12gb ram when its already too hard to produce 3060 with 12gb of ram for a reasonable price ._. reeks like a s-class-hit
0,Oh boy! A whole week of popsicles!!!!!!!!!!
0,Tbh it would be nice to see some rx580 chips produced again. Old chips could save the entry level market
0,all the pccuckrace upgraders keep ruining it for others
1,"Why wouldn't a gpu narrow the production line, an increase the production of the higher end? I undeestand theyll become ""cheaper"" but theyll give the consumer what they actually want? Won't making 2060, if they're producing them, create more shortages across each line? Isn't the issue with the shortages about the capacitors, and dont the old card use more of them, as theyre less efficient? Dont the older ones use more silicon as they're larger dyes?"
0,Surely you can still set file associations through the Registry?
1,"Honestly, you are an idiot if you blame the Litecoin scam on the crypto community. How about some reliability on the media who don't even make a phone call before spiralling out of control?  A 20% jump on Litecoin is nothing. The vast majority of the crypto community did their research and knew it was a scam, otherwise it would have been 1000%+ increase. The ""people"" who bought it was probably just some bots auto-buying based on news."
0,Shimmy Shimmy.
0,edge is good you just have to change the default browser with google
0,"Ya know, maybe Microsoft have just got me or maybe Ive gone insane but the Chromium version of Edge isnt actually that bad,"
0,"Can confirm the Firefox default browser thing. I was expecting it to open default apps and get me to set it. But no, I just clicked Use as default browser in a Firefox popup and that was it! Good job Firefox!"
0,"you don't know how painful it is to use chrome instead of edge because for some reason, edge signs me out of all the sites i've signed in, after closing the app. i've tried so many things, but got only pain and nothing else"
1,"As much as people are iffy about the 2060 rerun, it's a way to utilize fab space that isn't in high demand right now. While it might be hopeful for people to have hoped that they would rerun the 2080 Ti, most likely there wouldn't be enough demand to justify the order (or maybe there is, miners seem to want any card that is profitable)."
1,Surely new 2060's have the same supply and build issues as the 30 series cards??
0,"I don't generally 'poo poo' on LTT vids, but I do not like this host. Too boring, not funny, not relatable.."
0,Edge is actually really good now Iam using it all the time
0,Lastest Ubuntu update performs better than Windows 11
0,Sooo are they recycling rma'd silicone?
0,My dumbass actually thought of the cars instead of the coils!! Get out of my brain Elon!!
0,I love getting linus ads on linus videos
0,Ofc Windows 11 will make your PC faster. You need a better PC to run Windows 11. :D
0,250$
0,"The worst is that inactive apps sleeping has been on windows 10 for universal apps for months now and it's still bugged (even putting to sleep incompatible apps), so I don't expect much out of win 11 except crashing my sound setup."
0,"There is actually a very valid reason for Chrome eating ram. I think sandboxing each websites javascript is the right thing to do, if you want to keep your passwords and payment information."
0,i don't get whats so horrible about edge
0,me: *puts an extra 16 gigs of ram in my pc google chrome: is for me? 
0,It looks like he's dancing while talking.... lol
0,"Jake, my man is cultivating mass, give him a few months to have Macs transformation. (From sunny)"
1,"LOL, I made a cool $20 on the Litecoin bump with a sell order I made months ago."
1,got kids over here talking about 3060's/ti's and i'm here like whens the 5k series suppose to launch not the 4k series...2070S here...looking at a 5k series or 6k series between 2024 and 2026 baby mmm and won't settle for anything less at this point going forward but a 80 class basic card
0,"Did he just say ""we should use spiff coin for everything""?"
0,Why hate on edge lol. It's chromium based now and much better than chrome and uses less resources as well.
0,The osage orange stash strikes again. Just kidding those are green.
0,A bicycle with 12 pedals
1,Can't wait for 8GB GTX 1650 
0,Jake is lookin thicc af!
1,"Under normal circumstances, I wouldn't buy a 3090, but I had to because it was only $200 off MSRP, while 3080's are usually priced double (sometimes triple) to their actual price. And I was only able to buy it because the store that it sells from is a store that is not well known for selling gaming or computer related stuff. Meaning not a lot of people are botting the website (like Amazon, Newegg, and Bestbuy), but nonetheless, the stock was gone in less than 15 secs after I got one.  Edit: yeah, 3080's, especially non LHR ones are still highly desired because at MSRP, it would only take around 3-4 months to pay its price off by crypto-mining, while 3090s will take about a year or more. This is why 3080 prices can go up to triple, and why AMD cards are cheaper is because they don't mine as well as Nvidia cards."
0,Deam jake is geting fat fast.
0,Weeds good
0,"It's only me or Jake seems like a happy puppy wagging his tail every time he moves/makes any gesture? X,D"
0,"Call me T-Pain, because Im also in pain about titanfall"
0,Twelfth gen Core i3 confirmed? 
1,A 12gb 2060 literally is a waste of dram idk what Nvidia is thinking here
0,Love the FSM shirt Jake!
1,so who do i write to about the utter ridiculous price i paid a few months ago for my current 2060 to get it exchanged for one of these 'new' ones?
0,2600GSO?
0,Jake truly is a Zoomer.
0,JAKE HAS gotten CHONKY
0,"Jaaaaake!!! What happened!? I love you man, eat more greens bruh."
1,Conspiracy theory: nvidia manufactured the gpu shortage as a way to resell their old inventory.  With the way things are at the moment you can see why people would think this 
0,"I mean, if it is gonna cost less thant 300 then I'm okay with it"
0,Did you heard about Bluetooth headphone?
0,I'm glad Jake isn't being bullied every time he shows up on camera anymore. He's great.
0,2021 and still complaining about iPhones not having aux port? Geez dude. Kinda irritating at this point
0,"so the reactor is coming 2025 but the powerplant that uses the reactor is opening 2023, ah i see."
0,"""Microsoft, get out of my head!"" - I cracked xDDD"
0,"i use the new edge now after i imported 6 years of chrome passwords ect to my account in 1 click. its based on chrome, uses less ram. it IS faster and you can watch netflix past 720p.."
0,I use Firefox. So it is pretty helpful. Thanks Mozilla
0,as much as I hate to admit edge isn't bad per say
1,wtf is the point of 12 GB RTX 2060...this card can barely run some games on ultra 60FPS 1080p....Who wants to play 4k 20FPS ?????? nVidia wtf do u smoke ?
0,Won't component shortage also affect the manufacturing of older models?
0,ayy android 12 is coming out on my bday
0,*pain.*
0,Ping pong. Ping pong. Ping pong...
1,but i like the RTX 2060 and Edge
0,#Phat #Jake
1,"Yea, don't feel like buying 3060 with price of 2080 super in late 2019"
0,So riley wants a tesla robot that feeds popsicle to him ... hmmm
0,I'm just going to point out that all squares are rectangles
0,3:46 This is what happens when you get the vaccine! Thanks Bill Gates!
0,Another day of questioning reality
0,"Love him, but he sounds like Kermit at times"
0,"Jake: ""Will the tesla robot feed you a popsicle?""  Riley: ""uh yes, or im not gonna buy one""  hol up"
0,Jake for president!
0,Jake is such a fun host! Can really relate to the existential dread
0,I liked this one. But I still want Yvonne to host one atleast once a week.
0,"2:30 always trashing on google chrome using  ""too much ram""... Me: opens up task manager to see how much ram is my google chrome using (watching this video + 40 tabs 4 folders 6 extensions 200+ bookmarks) for a whooping 800mb of ram usage... This is old news guys get your shit together already."
0,"Wait, I dont get it, whats wrong with Edge? Ive been using it for a long time seriously, why bother downloading something else?"
0,Does Linus not pay you well enough to wear that dirty t-shirt? What about those lttstore things that you guys keep saying in every video..give this man a clean t-shirt!
0,I appreciate the Nicolas Cage levels of AAAAACTIIIING!!!
0,"Jake dude. Its time. The weight bro! Its got to go!!! Wanna encourage you to get back into a healthier routine.  Exercise, nutrition, wellness. Dude. You owe it to yourself! I believe in you."
0,0:43 Re:Zero Fans: me too bro.... me too
1,"I mean, if i can cop a 12 gig 2060 for less than 400 bucks, i say thats a good deal. Thats a bunch of memory tho."
0,This guy... this guy has something! I can smell the future!
0,So what if we just *don't* upgrade to windows 11
0,I feel bad now for choosing Edge a year ago >:(
0,Will windows put its own shit to sleep? 'cause that's the biggest battery drain for laptops/tablets...
0,Did Riely get a haircut?
0,"Jake, PLEASE grow a beard"
0,"When will microsoft learn, that no one wants to use Edgernet Explorer if he has a choice?"
1,me who wants a GPU for tensorflow and cards are only being targetted to gamers  *there's another*
0,You know it's good when you get the camera guy to nose laugh. Good job Jake. 
0,Edge... At least it's now better than Chrome
0,that 20 tesla magnet is not something you'd probably want to spend any time standing next to
0,Microsoft Windows 11 improves performance.  It just requires 4GB of RAM minimum just to run published by Microsoft.
0,I would actually buy that card.  Still running a 1060. However! I imagine its price will be unreasonable
0,"Aaah iPhone, 1tb of storage, no expandable memory, no headphone jack, no charger for the low low price of (probably) $2000"
1,"As someone with an RTX 2060, I agree that they shouldn't re-release it"
0,Crypto is going nowhere. Get with it! BTC to the moon! 130k by dec31!
0,"it's official, it's a good time to build dedicated streaming rigs"
1,"Another RTX 2060 re-release? Isn't that was the ""Super"" was made for already? Why not a re-release, ""RTX 3060 Super"" instead? Oh, Nvidia, how confusing you really are. "
0,no one tell this man his shirt was dirty before they hit record?
0,"Well thanks Jake, life rn is definitely pain broke up with the gf"
1,"0:27 ""...but this time it will have 12Gb of VRAM!  Double the previous amount!"" Pretty sure my old 2060 has 16Gb.  EDIT:  I was wrong.  It's got 8Gb."
0,This dude has Donald Trump haircut?!?
1,"If they are re-releasing the 2060 do they already have a stock of chips sitting is a warehouse somewhere? If not then why reduce the already insufficient production of 30 series chips to make more. It is almost like Nvidia has their head shoved so far up their rectum that if a good idea hit them in their ass it would give them a concussion. And let's face it, they aren't fooling anyone with their, ""stab you in the back while cleaning out your wallet"", marketing approach."
0,Do everyone like to watch the tech news while shitting in bathroom ?
0,"Would someone mind please explain to me why Microsoft edge is bad? I get that it may have been due to a bad history, but currently it seems fine to me. It doesn't seem any slower or faster imo."
0,India banning VPN 
0,I admire the confidence to host while looking like hes really embraced the lazy-success-look in the stains on his shirt.
0,Jake.... Bro... clean your dang shirt lol
0,Finnegan Speed and Marine shirt? Nice.
0,"Mmmm, wtf??? Why dont use those resources and production lines to make 30 series? Its still using the same stupid chips that are scarce rn"
0,Jake why are so annoying
0,I use Linux so yeah I don't have to worry about using a stupid browser like Edge.
0,How about a clean t-shirt first?
0,"""Give me Riley"" I don't wanna see no one on this channel, except Riley, or James or that Fat smart guy"
1,With DLSS 2.0 being substantially better than v1.0 im sure what everyone wants is a new card with DLSS V1.0 >.> I have an original 2060 and i have yet to actually play with RTX or DLSS enabled due to performance hits
0,I miss Riley already
0,today's tech news was underwhelming
0,WHat the heck is this tech news 
1,"When you buy crypto you're essentially investing in the technology, just like investing in Intel and AMD, except it has not yet been ruined and made into a rich man's hobby by governments, yet. That's why crypto is evolving fast and will eventually replace FIAT aka blood money in the form of a stable coin of some sort. It's investing 2.0. Crypto is also an incentive mechanism for creating global networks of different devices. You can get paid in crypto for running a weather station that transmits that data through the network for anyone to see. It's literally internet 2.0. Here to stay. Cry about it if you want, or be smart and invest/participate."
0,Edge is better than Chrome .
0,My eyes are stuck on the nipple stain on that shirt
0,Jokes on you I'm already using Edge
0,Life is spain but the s is silent
1,"Why must they give the RTX 2060 12 GB of VRAM?? No one is going to be playing any game at like 8K, where 12 GB of VRAM is useful. They should have just given it higher 256-bit memory bus, which would improve performance more than 12GB of VRAM"
0,It seriously irritates me we are on iPhone 7 and the headphone Jack is still missing.
0,"I'm using edge rn, the chromium ver, it's not bad. At least the ram usage is still lower than Chrome."
0,This was a good video
0,I use edge and I love it
0,why would somebody use 1 tb on a phone??? 100gb would be enough....
0,"Edge isn't that bad, besides, why do you want to change the default browser everyday? I do it just once after a windows install and then done."
0,Love Jakes behaviour of presenting the news. MORE JAKE PLEASE ON TECLINKED.
0,I love Jake's confidence to do a Video in a stained atheism shirt. I'm surprised nobody made change into a LTT shirt.
0,"Jake, you look like you could be related to Chris Farley..."
1,"If Nvidia re-release the 2060 at a 3050 price, it'll just have the same performance on a different node."
0,Life is pain. Being stuck in a squad bay for 7 months sucks.
0,- Thats a lot of cars. - Thats  pff.. cars.  Jake is low key burning Tesla
0,Your shirt is dirty as shit. come on man
0,"""Now it's time for Quackity Bakcity Bats."" Damn. Linus looks different."
0,actually eating halloween oreos when Riley said that
0,S21 is getting the preview for the Android 12 tomorrow so rip Pixel owners lol
1,12Gb will not be useful for anyone on a 2060. It does not have enough horsepower to even saturate 10Gb. 12Gb on a 2060 is literally just a waste of silicon
0,Edge is great
0,Life is sPain*
0,Use brave not edge
1,Buy a re-release gpu and watch them drop driver support soon after.
0,It'll be a cold day in Hell before I use Edge for anything other than downloading Firefox. I'll sit down and change all those settings if I have to.
0,I do use edge... on mac. Because management wants it.
0,I am a 14 year old and this mean completely understands me 
0,I'm a hexagonal Lover. Rectangles are for nerds
0,The thumbnail is perfect
0,New Chromium Edge is perfectly fine. Also shave the mustache please.
0,"I've been following the MIT fusion reactor project for a while. They've basically skipped the whole ""let's just prove that fusion works"" idea and gone straight to ""let's make a reactor that's small, modular, easy to make, easy to service, and put it online in a fraction of the time that it took ITER."""
0,Jake has gotten noticeably bigger since I watch this channel last
0,"I miss you, Jake."
0,"Crypto currency jokes just aren't quite the same when you know what the US gov is doing to the USD(and China with its currency as well, among various other countries)"
0,What's the beef with Edge? I like it and it does everything I need - and I'd say I'm a pretty average user.
0,"Windows: instead of removing all the bloat ware and freeing up processing power lets just reprogram our entire OS to put them in ""sleep mode"""
1,12GB of pain and suffering...
0,"Is Edge really that bad? It's based on Chromium, so it really shouldn't be that different from Chrome. I'd use Brave or Vivaldi before either, but I can't imagine Edge could be that much worse than Chrome."
0,"Jake should do more techlinked,, i like techlinked cake from him"
0,0:44...you just like RAM ? or ? do you just LIKE being rammed ?
1,Laptop gamers: thanks Nvidia. You SUCK!
0,Why does Jake look more and more like Anthony and how can we accelerate it?
0,"Holy fucking shit, there's spam bots literally everywhere under this video. Yikes. Don't click on any links, people."
0,Techie nerds who think they know what actual pain is. 
0,Jake is a fucking great host.
0,That mustache definitely says you like them long.
0,"PC38X are amazing, but they are tiny for my already tiny head, and the tightness isn't adjustable due to the plastic band (6XX can be adjusted to loosen clamp force)."
0,2:25 me who's doesn't care cause already moved to manjaro for my main OS
0,"Given the support of DLSS on the 30 series versus the 20 series, this is a hard pass."
0,im ironically use edge
0,Custom os already on Android 12 some
0,And now everyone has mustaches.
0,Please do enable captions. Takes a button click and helps a lot.
1,I got my 2060 super January 2020 for ~$300 after tax. It is worth that to me but I wouldn't pay more.
0,Jake is a big boy now.
1,6800xt black edition thanks me
1,Got an AMD ad before this.
0,Nice porn-stache Jake 
1,RTS 2060?
0,switch to firefox!!! its great.
1,That VRAM will be worthless for what a 2060 can push.  It's BS.
1,What video card shortage?  My local retailer has nearly every 3080 model in stock as well as 1030's.  Nothing in between though.
0,"Is it a new thing TechLinked has now to feature hosts with dirty shirts? lmao, keep it that way."
0,1:21 ohhh stop you ;)
0,edge is kind of good and light
0,lmao hes pretty good as host. i think my favorite is still james tho
0,"I switched from Chrome to Edge, and its great! Join us"
0,yes we do
0,"YouTube tech channels when a new phone is announced:   ""Better re-use headphone port joke, again""."
0,"Edge is actually awesome.  It's got workflow tools that no other browser has even thought of, which tells us they don't think all that much, unless it's about ad revenue."
0,I enjoyed your presentation Jake.
0,Can we get you a clean t-shirt?
0,Use Microsoft Edge (or else)
0,Edge is pretty good. 
0,"Since Jake got the mustache, I keep thinking he is restoring an original 1960's Oscar Meyer-mobile."
0,Love the Finnegan Speed and Marine shirt!
0,Wow... You really gained some weight there..
1,You know its fucked when the 2060 has more VRAM than a 3070.
1,rtx 2060 ko 2
1,I miss $200 GPUs... can we get those back without performing like $200 cards from 6 years ago pleez thnks
0,Did jake ate maddison? Havent see her in a while
0,200 is reasonable
0,Fat logan paul with moustache 
0,I already use Edge. It integrated quite well with windows features.
0,Only 15 more years until fusion power...
0,"For the record, Edge is better."
0,Edge clearly has more features . I can't understand why they hate Edge and other Microsoft products so much.
1,I do not understand VIDIA point of view. there is a CHIP SHORTAGE  to fix it put MORE CHIPS got a old out of date 2060  that only got 6GB GDDR6 then ad more CHIPS to make it 12GB the match dose not work  like 4+4+12
1,Why wouldn't they add this vram to 3050 and 3050ti?
0,Intel Shark Jumped.
0,Wheres my Riley gone?!
1,Nvidia tipping the fact that they actually don't have a shortage. I mean if there was a shortage it sure would make it hard to explain why Microcenter has stacks of AMD cards across the entire product stack they can't shift at their gouged prices.
1,"I think a LOT of people ""want"" a 2060 with 12 gb vram at this point. It's only dependent on the price. It's DX12 Ultimate ready, DLSS, ray tracing capable at 1080p/60 fps, and supports RTX IO, it's pretty much a 30 series card without the 30 series badge, except for resizable bar I guess. It's crazy how futureproof the 20 series cards were."
0,Jake you are breathing weird! Please exercise before is too late
1,RTX 2060 LHR V.2 ?
1,"If they can build those 2060s in a different fab without impacting their other products, this might be good.  However, they'll probably all be scalped for upwards of $600.  Or we'll see pictures of pallets of them going to miners directly like everything else."
1,"New rtx 2060, now is to upgrade from gtx 1650"
0,"""Android 12 is coming"" Me who still uses Android 4.4: "
0,"Your mind tricks won't work on me, Microsoft, I... already... use Edge... :("
0,I wonder tho . Since it's a fake shortage.  C:
0,"there is literally nothing wrong wth edge, in fact it out performs other browsers in some situations. and edge is privacy based, microsoft only makes like 7 billion in ad revenue, compared to googles 150 billion. ive used all kinds of browsers, but once i switched to edge i wont use anything else again"
0,This dude is awesome lol
0,Android 12. I'm still waiting for Android 21 on my one plus 7 pro 
0,Thats a lot of cars! 
0,everyone out here hateing on edge but I honestly think its good
0,WHY YOU GETTING SO FAT LATELY ???? LAST YEAR YOU WERE DIFFERENT FIGURE ...WTF HAPPEN THIS YEAR ???
0,"As for the 20T strong magnets - 20 years ago to achieve anything over 15T, single use, explosion - fueled compression magnets were needed (yes, they exploded the device to create momentary spike of magnetic flux). Solid state 20T is an insane breaktrough."
0,WTF !!!! WHO THE H??? ARE YOU ???
0,"Yes, more Jake. Is the trump hair on purpose?"
0,Fluffy Logan pool!
0,why does this host sound like kermit the frog not doing his actual voice
0,"Shit, I do"
0,"how is edge, not chrome?"
0,New Microsoft edge is better than chrome though
0,"I'm not much of a commenter, but this video requires me to say that the LMG writers receive neither the credit nor the disdain that they so rightly deserve."
1,"Wow, a 2060 with 12GB of VRAM... Uh, how is 12GB of VRAM going to matter in a card that can't actually do enough to use it all?  Maybe if they do it in a lower nanometer process like that one GPU, then it could have some potential"
0,TechLinked we don't want Jake
0,The power of the sun in the palm of my hands!
0,That intro was too real
0,"Whats up with the dirty shirt? I love me some tech linked, but distracted by the shirt"
0,Dirty shirt
1,"You know it's funny, everyone is bemoaning the fact that there's no GPUs at a decent price but when either company tries to do something to ""help"", everyone bitches about that too...  Short version, MAKE UP YOUR MINDS.  Now granted the 2060 12GB will probably be gone at launch but the short version is, most of the general population doesn't care what GPU it is.  If it lets them game, they're going to buy it."
1,lol RTS 2060
1,"they want to make gtx 2060s, but what we need is gtx 3050s"
0,"3:46 Um- are you?-- Uh... Are you alri-? Oh, I- I guess you're alright now. Did he just get possessed by Microsoft?"
1,I Wonder what the use case of 12 gb vram with a mid range gpu processsor.
0,Id be happy with a 2070 at this point 
0,i LOVE riley's background comments lmao
0,THE SEXY GIRLS ARE  BIGTITITS.UNO THREE IN ONE YOUTUBE: THIS IS FINE. SOMEONE: SAYS ''HECK''. YOUTUBE: BE GONE Life's story is a short journey so have fun before sleeping forever # # # # #2 # # # # # # # # .#.
0,"Process Lasso already exists, Windows 11..."
0,i love it the nerd is wearing an fsm shirt
0,Headphone jack? Its almost 2022 get over it.
0,Windows 11 looks like mac OS combined with Gnome desktop environment... Kinda makes me puke every time I see it.
1,2060 with more vram is just nvidia way to sell another card at 300$ (Ofc its going to cost 700-800$ cuz screw miners and scalper)
0,"6:00 Don't mind me, I'll be here stealing Tech News across the Multiverse you can't stop me and my Infinity Gauntlet."
0,i like jake's pornstache
1,"I use Firefox, it's quite nice. Also, managed to get a 3070 (for only $130 over msrp) using the newegg shuffle today."
1,Got a new RTX 2060 super on eBay from Newegg for $545 in December. Feel pretty good about that. Canadian dollars btw.
0,Tech news Jake is a nice welcome
0,"I prefer ice cream sandwiches to distract me from the existential pain and dread of life, yum....."
1,So now there will be an RTX2060 better than my RTX2060?
0,"Who needs a headphone jack when you got wireless stuff anyway XD Fuck it, remove the entire port, go all wireless"
0,"Bro I never eat popsicles and I just happened to be eating one when you said ""I hear popsicles are pretty nice""  GET OUT OF MY HEAD LINUS MEDIA GROUP"
0,"well i do use edge now they make it with chromium. it's good enough for me, and also eat all my ram!"
1,"Oh great, now my RTX 2060 6GB will be worth the price it was on release"
0,Is it possible this is supposed to replace 1660 Tis? Those still sell like hotcakes. These cards have Raytracing and the newer bells and whistles. That kind of thing.
1,60 series cards and below are trash. 3070 and up or AMD equivalent only if you're joining the PC Master Race.
0,Jake. jjjjjjJJJJJJAAAAAAKKKKKEEEEE.  Shave your mustache Jake.
0,Love that FSM Shirt! I feel like some LTT videos are just the tech version of Roadkill
0,4:08 why are y'all still so hungup on headphone jacks? I haven't missed those for several years. it's time to let go.
0,"NO OREOS. Nabisco workers are still on strike! No contract, no snacks!"
0,what happened to Jake?
